date,pm25,pm10,o3,no2,co,location
27-12-2021,150,69,14,4,1,"Siddharth Nagar Worli, Mumbai"
28-12-2021,146,53,28,4,2,"Siddharth Nagar Worli, Mumbai"
29-12-2021,111,70,10,4,4,"Siddharth Nagar Worli, Mumbai"
30-12-2021,143,73,11,10,5,"Siddharth Nagar Worli, Mumbai"
31-12-2021,147,65,11,8,6,"Siddharth Nagar Worli, Mumbai"
01-01-2022,132,22,15,7,5,"Siddharth Nagar Worli, Mumbai"
02-01-2022,48,39,17,6,6,"Siddharth Nagar Worli, Mumbai"
03-01-2022,80,70,33,16,6,"Siddharth Nagar Worli, Mumbai"
04-01-2022,145,91,20,7,6,"Siddharth Nagar Worli, Mumbai"
05-01-2022,156,63,23,16,4,"Siddharth Nagar Worli, Mumbai"
06-01-2022,124,81,27,16,5,"Siddharth Nagar Worli, Mumbai"
07-01-2022,152,49,14,6,4,"Siddharth Nagar Worli, Mumbai"
08-01-2022,108,30,14,6,3,"Siddharth Nagar Worli, Mumbai"
09-01-2022,67,38,25,7,3,"Siddharth Nagar Worli, Mumbai"
10-01-2022,82,61,20,6,5,"Siddharth Nagar Worli, Mumbai"
11-01-2022,124,55,19,5,4,"Siddharth Nagar Worli, Mumbai"
12-01-2022,113,65,22,4,5,"Siddharth Nagar Worli, Mumbai"
13-01-2022,138,70,23,4,6,"Siddharth Nagar Worli, Mumbai"
14-01-2022,143,67,25,18,5,"Siddharth Nagar Worli, Mumbai"
15-01-2022,135,62,14,4,5,"Siddharth Nagar Worli, Mumbai"
16-01-2022,125,60,11,4,5,"Siddharth Nagar Worli, Mumbai"
17-01-2022,122,64,17,4,5,"Siddharth Nagar Worli, Mumbai"
18-01-2022,132,65,52,18,6,"Siddharth Nagar Worli, Mumbai"
19-01-2022,136,47,21,7,4,"Siddharth Nagar Worli, Mumbai"
20-01-2022,99,34,8,10,4,"Siddharth Nagar Worli, Mumbai"
21-01-2022,76,38,15,7,4,"Siddharth Nagar Worli, Mumbai"
22-01-2022,84,85,18,10,2,"Siddharth Nagar Worli, Mumbai"
23-01-2022,304,146,37,16,3,"Siddharth Nagar Worli, Mumbai"
24-01-2022,210,116,23,9,5,"Siddharth Nagar Worli, Mumbai"
25-01-2022,182,102,37,6,5,"Siddharth Nagar Worli, Mumbai"
26-01-2022,176,80,18,4,6,"Siddharth Nagar Worli, Mumbai"
27-01-2022,157,70,14,4,5,"Siddharth Nagar Worli, Mumbai"
28-01-2022,151,65,14,4,4,"Siddharth Nagar Worli, Mumbai"
29-01-2022,140,67,18,4,6,"Siddharth Nagar Worli, Mumbai"
30-01-2022,143,66,45,4,6,"Siddharth Nagar Worli, Mumbai"
31-01-2022,139,59,33,4,5,"Siddharth Nagar Worli, Mumbai"
01-02-2022,127,75,29.66666667,8,4.333333333,"Siddharth Nagar Worli, Mumbai"
03-02-2022,161,107,23,16,3,"Siddharth Nagar Worli, Mumbai"
04-02-2022,178,91.33333333,24.33333333,12,3.333333333,"Siddharth Nagar Worli, Mumbai"
06-02-2022,146,60,27,4,4,"Siddharth Nagar Worli, Mumbai"
07-02-2022,130,40,26,19,4,"Siddharth Nagar Worli, Mumbai"
08-02-2022,83,49,20,5,4,"Siddharth Nagar Worli, Mumbai"
09-02-2022,105,66,21,5,6,"Siddharth Nagar Worli, Mumbai"
10-02-2022,141,74,15,4,6,"Siddharth Nagar Worli, Mumbai"
11-02-2022,144,64,17,6,6,"Siddharth Nagar Worli, Mumbai"
12-02-2022,132,62,34,4,6,"Siddharth Nagar Worli, Mumbai"
13-02-2022,127,54,26,17,7,"Siddharth Nagar Worli, Mumbai"
14-02-2022,113,42,30,17,5,"Siddharth Nagar Worli, Mumbai"
15-02-2022,82,22,9,5,4,"Siddharth Nagar Worli, Mumbai"
16-02-2022,57,34,9,4,5,"Siddharth Nagar Worli, Mumbai"
17-02-2022,77,46,13,6,6,"Siddharth Nagar Worli, Mumbai"
18-02-2022,96,67,25,5,6,"Siddharth Nagar Worli, Mumbai"
19-02-2022,139,67,37,18,6,"Siddharth Nagar Worli, Mumbai"
20-02-2022,140,77,48,4,7,"Siddharth Nagar Worli, Mumbai"
21-02-2022,154,73,12,4,6,"Siddharth Nagar Worli, Mumbai"
22-02-2022,138,66,18,4,8,"Siddharth Nagar Worli, Mumbai"
23-02-2022,138,83,55,4,7,"Siddharth Nagar Worli, Mumbai"
24-02-2022,162,118,67,4,8,"Siddharth Nagar Worli, Mumbai"
25-02-2022,186,100,32,4,7,"Siddharth Nagar Worli, Mumbai"
26-02-2022,174,88,28,4,6,"Siddharth Nagar Worli, Mumbai"
27-02-2022,166,99,30,4,8,"Siddharth Nagar Worli, Mumbai"
28-02-2022,172,91,56,5,7,"Siddharth Nagar Worli, Mumbai"
01-03-2022,167,96,20,19,8,"Siddharth Nagar Worli, Mumbai"
02-03-2022,169,97,23,4,9,"Siddharth Nagar Worli, Mumbai"
03-03-2022,170,83,21,5,7,"Siddharth Nagar Worli, Mumbai"
04-03-2022,160,90,42,18,7,"Siddharth Nagar Worli, Mumbai"
05-03-2022,166,90,21,4,10,"Siddharth Nagar Worli, Mumbai"
06-03-2022,165,77,17,4,8,"Siddharth Nagar Worli, Mumbai"
07-03-2022,154,91,14,4,8,"Siddharth Nagar Worli, Mumbai"
08-03-2022,162,104,39,5,11,"Siddharth Nagar Worli, Mumbai"
09-03-2022,175,92,29,4,10,"Siddharth Nagar Worli, Mumbai"
10-03-2022,165,93,37,4,10,"Siddharth Nagar Worli, Mumbai"
11-03-2022,167,54,52,4,8,"Siddharth Nagar Worli, Mumbai"
12-03-2022,105,62,26,18,9,"Siddharth Nagar Worli, Mumbai"
13-03-2022,124,61,43,5,8,"Siddharth Nagar Worli, Mumbai"
14-03-2022,121,72,22,4,9,"Siddharth Nagar Worli, Mumbai"
15-03-2022,139,69,22,4,7,"Siddharth Nagar Worli, Mumbai"
16-03-2022,130,59,39,18,7,"Siddharth Nagar Worli, Mumbai"
17-03-2022,111,59,36,4,9,"Siddharth Nagar Worli, Mumbai"
18-03-2022,119,53,9,3,7,"Siddharth Nagar Worli, Mumbai"
19-03-2022,102,54,15,18,6,"Siddharth Nagar Worli, Mumbai"
20-03-2022,111,82,19,18,7,"Siddharth Nagar Worli, Mumbai"
21-03-2022,153,70,18,4,8,"Siddharth Nagar Worli, Mumbai"
22-03-2022,139,64,14,4,6,"Siddharth Nagar Worli, Mumbai"
23-03-2022,130,65,15.33333333,4,6.166666667,"Siddharth Nagar Worli, Mumbai"
28-03-2022,126.6666667,70,22,4,7,"Siddharth Nagar Worli, Mumbai"
29-03-2022,126,35,13,4,7,"Siddharth Nagar Worli, Mumbai"
30-03-2022,76,72,11,4,7,"Siddharth Nagar Worli, Mumbai"
31-03-2022,107,61,17,4,7,"Siddharth Nagar Worli, Mumbai"
01-04-2022,130,60,9,19,7,"Siddharth Nagar Worli, Mumbai"
02-04-2022,127,48,18,4,8,"Siddharth Nagar Worli, Mumbai"
03-04-2022,103,43,18,19,8,"Siddharth Nagar Worli, Mumbai"
04-04-2022,95,57,21,4,6,"Siddharth Nagar Worli, Mumbai"
05-04-2022,99,37,21,4,5,"Siddharth Nagar Worli, Mumbai"
06-04-2022,78,39,28,19,6,"Siddharth Nagar Worli, Mumbai"
07-04-2022,89,36,25,18,6,"Siddharth Nagar Worli, Mumbai"
08-04-2022,78,39,21,4,6,"Siddharth Nagar Worli, Mumbai"
09-04-2022,82,37,11,19,5,"Siddharth Nagar Worli, Mumbai"
10-04-2022,73,52,25,4,5,"Siddharth Nagar Worli, Mumbai"
11-04-2022,95,31,17,4,6,"Siddharth Nagar Worli, Mumbai"
12-04-2022,71,45,22,4,7,"Siddharth Nagar Worli, Mumbai"
13-04-2022,92,34,13,19,6,"Siddharth Nagar Worli, Mumbai"
14-04-2022,71,47,21,4,7,"Siddharth Nagar Worli, Mumbai"
15-04-2022,97,41.66666667,21.66666667,4,6.333333333,"Siddharth Nagar Worli, Mumbai"
17-04-2022,74.33333333,31,23,4,5,"Siddharth Nagar Worli, Mumbai"
18-04-2022,63,40,11,4,6,"Siddharth Nagar Worli, Mumbai"
19-04-2022,84,29,10,4,6,"Siddharth Nagar Worli, Mumbai"
20-04-2022,67,30.44444444,10,4,6.111111111,"Siddharth Nagar Worli, Mumbai"
28-04-2022,87.44444444,42,10,4,7,"Siddharth Nagar Worli, Mumbai"
29-04-2022,90,35,21,19,8,"Siddharth Nagar Worli, Mumbai"
30-04-2022,78,29,14,4,7,"Siddharth Nagar Worli, Mumbai"
01-05-2022,69,35,15,19,7,"Siddharth Nagar Worli, Mumbai"
02-05-2022,77,50,16,19,7,"Siddharth Nagar Worli, Mumbai"
03-05-2022,101,55,17,19,7,"Siddharth Nagar Worli, Mumbai"
04-05-2022,113,63,18,18,7,"Siddharth Nagar Worli, Mumbai"
05-05-2022,137,95,8,19,7,"Siddharth Nagar Worli, Mumbai"
06-05-2022,169,92,18,4,9,"Siddharth Nagar Worli, Mumbai"
07-05-2022,168,56,9,22,11,"Siddharth Nagar Worli, Mumbai"
08-05-2022,124,59,12,5,9,"Siddharth Nagar Worli, Mumbai"
09-05-2022,97,39,4,19,11,"Siddharth Nagar Worli, Mumbai"
10-05-2022,66,34,6,5,9,"Siddharth Nagar Worli, Mumbai"
11-05-2022,78,50,13,18,11,"Siddharth Nagar Worli, Mumbai"
12-05-2022,102,28,12,19,10,"Siddharth Nagar Worli, Mumbai"
13-05-2022,67,29,8,19,10,"Siddharth Nagar Worli, Mumbai"
14-05-2022,63,30,5,18,10,"Siddharth Nagar Worli, Mumbai"
15-05-2022,66,36,26,18,7,"Siddharth Nagar Worli, Mumbai"
16-05-2022,76,38,27,19,5,"Siddharth Nagar Worli, Mumbai"
17-05-2022,82,56,15,19,5,"Siddharth Nagar Worli, Mumbai"
18-05-2022,110,92,24,18,5,"Siddharth Nagar Worli, Mumbai"
19-05-2022,156,104,12,17.63333333,5,"Siddharth Nagar Worli, Mumbai"
20-05-2022,176,79,9,17.26666667,4,"Siddharth Nagar Worli, Mumbai"
21-05-2022,158,50,8,16.9,4,"Siddharth Nagar Worli, Mumbai"
22-05-2022,103,35,3,7,3,"Siddharth Nagar Worli, Mumbai"
23-05-2022,76,40,8,7,4,"Siddharth Nagar Worli, Mumbai"
24-05-2022,83,44,7,7,4,"Siddharth Nagar Worli, Mumbai"
25-05-2022,92,50,7,7,5,"Siddharth Nagar Worli, Mumbai"
26-05-2022,106,38,7,7,4,"Siddharth Nagar Worli, Mumbai"
27-05-2022,80,32,8,7,5,"Siddharth Nagar Worli, Mumbai"
28-05-2022,70,37,4,7,4,"Siddharth Nagar Worli, Mumbai"
29-05-2022,77,48,8,7,4,"Siddharth Nagar Worli, Mumbai"
30-05-2022,99,51,4,7,4,"Siddharth Nagar Worli, Mumbai"
31-05-2022,107,53,9,7,4,"Siddharth Nagar Worli, Mumbai"
01-06-2022,112,59,10,4,4,"Siddharth Nagar Worli, Mumbai"
02-06-2022,127,61,5,4,4,"Siddharth Nagar Worli, Mumbai"
03-06-2022,133,48,7,4,5,"Siddharth Nagar Worli, Mumbai"
04-06-2022,99,38,10,4,5,"Siddharth Nagar Worli, Mumbai"
05-06-2022,83,39,9,4,5,"Siddharth Nagar Worli, Mumbai"
06-06-2022,83,34,9,4,5,"Siddharth Nagar Worli, Mumbai"
07-06-2022,76,18,9,4,5,"Siddharth Nagar Worli, Mumbai"
08-06-2022,47,17,10,4,6,"Siddharth Nagar Worli, Mumbai"
09-06-2022,43,27,4,4,6,"Siddharth Nagar Worli, Mumbai"
10-06-2022,58,14,3,4,6,"Siddharth Nagar Worli, Mumbai"
11-06-2022,36,9,5,4,7,"Siddharth Nagar Worli, Mumbai"
12-06-2022,26,23,3,4,6,"Siddharth Nagar Worli, Mumbai"
13-06-2022,55,35,6,4,6,"Siddharth Nagar Worli, Mumbai"
14-06-2022,78,34,7,4,7,"Siddharth Nagar Worli, Mumbai"
15-06-2022,75,32,3,4,6,"Siddharth Nagar Worli, Mumbai"
16-06-2022,70,34,7,4,7,"Siddharth Nagar Worli, Mumbai"
17-06-2022,74,28,2,7,7,"Siddharth Nagar Worli, Mumbai"
18-06-2022,67,17,3,8,8,"Siddharth Nagar Worli, Mumbai"
19-06-2022,44,14,3,3,8,"Siddharth Nagar Worli, Mumbai"
20-06-2022,39,26,3,4,8,"Siddharth Nagar Worli, Mumbai"
21-06-2022,54,35,4,7,7,"Siddharth Nagar Worli, Mumbai"
22-06-2022,65,29,10,4,9,"Siddharth Nagar Worli, Mumbai"
23-06-2022,59,30,5,10,9,"Siddharth Nagar Worli, Mumbai"
24-06-2022,68,15,8,3,9,"Siddharth Nagar Worli, Mumbai"
25-06-2022,38,21,4,4,8,"Siddharth Nagar Worli, Mumbai"
26-06-2022,54,27,6,6,9,"Siddharth Nagar Worli, Mumbai"
27-06-2022,64,31,8,8,10,"Siddharth Nagar Worli, Mumbai"
28-06-2022,68,93,8,3,6,"Siddharth Nagar Worli, Mumbai"
29-06-2022,126,22,4,5,3,"Siddharth Nagar Worli, Mumbai"
30-06-2022,49,34,5,7,4,"Siddharth Nagar Worli, Mumbai"
01-07-2022,78,68,8,1,3,"Siddharth Nagar Worli, Mumbai"
02-07-2022,143,62,9,1,4,"Siddharth Nagar Worli, Mumbai"
03-07-2022,137,49,10,1,4,"Siddharth Nagar Worli, Mumbai"
04-07-2022,108,48,5,1,4,"Siddharth Nagar Worli, Mumbai"
05-07-2022,106,49,10,4,3,"Siddharth Nagar Worli, Mumbai"
06-07-2022,108,56,10,4,4,"Siddharth Nagar Worli, Mumbai"
07-07-2022,126,49,12,1,4,"Siddharth Nagar Worli, Mumbai"
08-07-2022,107,44,13,3,5,"Siddharth Nagar Worli, Mumbai"
09-07-2022,92,44,14,3,6,"Siddharth Nagar Worli, Mumbai"
10-07-2022,89,46,14,3,6,"Siddharth Nagar Worli, Mumbai"
11-07-2022,97,29,7,3,8,"Siddharth Nagar Worli, Mumbai"
12-07-2022,61,34,10.5,3.5,7.5,"Siddharth Nagar Worli, Mumbai"
13-07-2022,68,39,14,4,7,"Siddharth Nagar Worli, Mumbai"
14-07-2022,75,50,8,4,6,"Siddharth Nagar Worli, Mumbai"
15-07-2022,110,53,14,5,1,"Siddharth Nagar Worli, Mumbai"
16-07-2022,117,41,10,14,2,"Siddharth Nagar Worli, Mumbai"
17-07-2022,93,37,6,5,1,"Siddharth Nagar Worli, Mumbai"
18-07-2022,81,41,7,5,2,"Siddharth Nagar Worli, Mumbai"
19-07-2022,87,28,13,16,2,"Siddharth Nagar Worli, Mumbai"
20-07-2022,66,25,9,12,2,"Siddharth Nagar Worli, Mumbai"
21-07-2022,62,37,14,3,3,"Siddharth Nagar Worli, Mumbai"
22-07-2022,84,30,14,3,5,"Siddharth Nagar Worli, Mumbai"
23-07-2022,69,23,6,2,5,"Siddharth Nagar Worli, Mumbai"
24-07-2022,59,24,6,4,6,"Siddharth Nagar Worli, Mumbai"
25-07-2022,60,24,6,6,5,"Siddharth Nagar Worli, Mumbai"
26-07-2022,62,23,10,11,6,"Siddharth Nagar Worli, Mumbai"
27-07-2022,57,36,5,2,6,"Siddharth Nagar Worli, Mumbai"
28-07-2022,80,31,9,4,6,"Siddharth Nagar Worli, Mumbai"
29-07-2022,69,25,9,3.666666667,5,"Siddharth Nagar Worli, Mumbai"
30-07-2022,58,16,5,3.333333333,5,"Siddharth Nagar Worli, Mumbai"
31-07-2022,40,11,11,3,6,"Siddharth Nagar Worli, Mumbai"
01-08-2022,28,8,12,2,6,"Siddharth Nagar Worli, Mumbai"
02-08-2022,23,10,12,1,7,"Siddharth Nagar Worli, Mumbai"
03-08-2022,29,9,8,1,7,"Siddharth Nagar Worli, Mumbai"
04-08-2022,29,9,6,2,6,"Siddharth Nagar Worli, Mumbai"
05-08-2022,27,9.666666667,9,3,5.571428571,"Siddharth Nagar Worli, Mumbai"
07-08-2022,28.33333333,11,15,5,4.714285714,"Siddharth Nagar Worli, Mumbai"
08-08-2022,29,31,17,3,4.285714286,"Siddharth Nagar Worli, Mumbai"
09-08-2022,73,37,15.33333333,4,3,"Siddharth Nagar Worli, Mumbai"
11-08-2022,95.66666667,49,12,6,3,"Siddharth Nagar Worli, Mumbai"
12-08-2022,107,41,13,19,2.666666667,"Siddharth Nagar Worli, Mumbai"
13-08-2022,94,37,12.6,17.2,2.333333333,"Siddharth Nagar Worli, Mumbai"
17-08-2022,66,21,11,10,1,"Siddharth Nagar Worli, Mumbai"
18-08-2022,59,20,12,21,2,"Siddharth Nagar Worli, Mumbai"
19-08-2022,54,18,12,22,1,"Siddharth Nagar Worli, Mumbai"
20-08-2022,51,21,12,23,2,"Siddharth Nagar Worli, Mumbai"
21-08-2022,52,23,11,22,1,"Siddharth Nagar Worli, Mumbai"
22-08-2022,58,20,12,24,3,"Siddharth Nagar Worli, Mumbai"
23-08-2022,54,22,12,23,2,"Siddharth Nagar Worli, Mumbai"
24-08-2022,56,26,11,27,3,"Siddharth Nagar Worli, Mumbai"
25-08-2022,64,31,12,15,2,"Siddharth Nagar Worli, Mumbai"
26-08-2022,70,50,11,31,3,"Siddharth Nagar Worli, Mumbai"
27-08-2022,100,40,11,31,3,"Siddharth Nagar Worli, Mumbai"
28-08-2022,84,32,4,16,3,"Siddharth Nagar Worli, Mumbai"
29-08-2022,70,56,15,33,4,"Siddharth Nagar Worli, Mumbai"
30-08-2022,115,50,19,32,4,"Siddharth Nagar Worli, Mumbai"
31-08-2022,101,39,8,18,6,"Siddharth Nagar Worli, Mumbai"
01-09-2022,81,55,9,17,6,"Siddharth Nagar Worli, Mumbai"
02-09-2022,112,41,25,36,7,"Siddharth Nagar Worli, Mumbai"
03-09-2022,88,28,12,18,6,"Siddharth Nagar Worli, Mumbai"
04-09-2022,61,21,3,18,5,"Siddharth Nagar Worli, Mumbai"
05-09-2022,52,25,4,37,5,"Siddharth Nagar Worli, Mumbai"
06-09-2022,55,36,7,34,5,"Siddharth Nagar Worli, Mumbai"
07-09-2022,77,40.4,7.6,31.2,5.4,"Siddharth Nagar Worli, Mumbai"
11-09-2022,88.2,58,10,20,7,"Siddharth Nagar Worli, Mumbai"
12-09-2022,91,10,10,20,7,"Siddharth Nagar Worli, Mumbai"
13-09-2022,30,13,20,32,6,"Siddharth Nagar Worli, Mumbai"
14-09-2022,38,18,8,31,6,"Siddharth Nagar Worli, Mumbai"
15-09-2022,48,20,8,34,6,"Siddharth Nagar Worli, Mumbai"
16-09-2022,53,19,12,35,6,"Siddharth Nagar Worli, Mumbai"
17-09-2022,51,11,7,37,7,"Siddharth Nagar Worli, Mumbai"
18-09-2022,31,23,5,43,8,"Siddharth Nagar Worli, Mumbai"
