pm25,pm10,no2,so2,co,o3,AQI
28.413,58.448000000000015,38.0,11.0,2.0,26.0,146.54000000000005
26.334000000000003,58.55200000000001,52.0,21.0,10.0,35.0,128.72000000000003
24.255,58.656000000000006,60.0,19.0,5.0,24.0,116.84000000000003
24.255,58.656000000000006,58.0,17.0,4.0,19.0,116.84000000000002
26.333999999999996,58.55200000000001,57.0,23.0,8.0,33.0,128.72
28.412999999999997,58.448,55.0,27.0,7.0,33.0,146.54
43.56,58.344000000000015,54.0,18.0,5.0,39.0,164.36
46.53,58.24000000000001,70.0,27.0,4.0,34.0,174.26000000000002
45.54,58.34400000000001,74.0,22.0,4.0,35.0,178.22000000000003
45.54,58.448,68.0,14.0,1.0,22.0,176.23999999999998
27.324,58.448,70.0,16.0,4.0,22.0,176.23999999999998
45.54,58.448,77.0,9.0,9.0,25.0,176.23999999999998
45.54,58.448,88.0,13.0,28.0,15.0,184.16
49.50000000000001,58.344000000000015,95.0,11.0,28.0,15.0,192.08000000000004
49.50000000000001,58.24000000000001,85.0,9.0,25.0,11.0,200.0
49.50000000000001,58.344000000000015,75.0,8.0,25.0,26.0,200.0
49.50000000000001,58.448,65.0,4.0,20.0,20.0,194.06000000000003
46.53,58.448,16.0,4.0,10.0,20.0,182.18000000000004
43.56,58.448,47.0,8.0,16.0,18.0,170.30000000000004
30.492,58.448,47.0,3.0,14.0,24.0,164.36
30.492,58.34400000000001,49.0,8.0,16.0,25.0,164.36
43.56,58.24000000000001,44.0,4.0,19.0,9.0,170.30000000000004
46.53,58.24000000000001,47.0,5.0,16.0,19.0,182.18000000000004
49.50000000000001,58.24000000000001,44.0,3.0,12.0,16.0,194.06000000000003
49.50000000000001,58.24000000000001,41.0,2.5,14.0,13.0,200.0
49.50000000000001,58.24000000000001,42.6666666666666,2.0,16.0,13.6666666666666,200.0
49.50000000000001,58.24000000000001,46.0,1.0,20.0,15.0,200.0
49.50000000000001,58.24000000000001,48.0,3.0,19.0,16.0,194.06000000000003
46.53,58.24000000000001,46.0,1.0,12.0,14.0,182.18000000000004
43.559999999999995,58.24000000000001,53.0,3.0,9.0,28.0,170.3
30.491999999999994,58.27466666666663,50.0,2.0,8.0,24.0,164.35999999999996
30.491999999999994,58.30933333333327,53.0,1.0,5.0,50.0,158.42
40.589999999999996,58.3439999999999,62.25,1.0,11.0,35.0,152.48
40.589999999999996,58.3439999999999,71.5,2.66666666666666,20.3333333333333,32.3333333333333,146.53999999999994
28.412999999999997,58.3439999999999,90.0,6.0,39.0,27.0,140.6
26.333999999999996,58.30933333333327,63.0,5.0,15.0,25.0,134.66
26.333999999999996,58.37866666666663,36.0,6.0,23.0,22.0,128.71999999999997
26.333999999999996,58.448,9.0,2.0,7.0,13.0,134.66000000000003
40.59,56.992,17.0,8.0,21.0,13.0,140.60000000000002
28.412999999999997,51.896,13.0,4.0,17.0,17.0,143.4215
39.03075,45.13600000000001,5.0,6.0,17.0,19.0,131.2445
24.151049999999998,37.752,3.0,4.0,16.0,4.0,119.06750000000001
24.151049999999998,29.432000000000002,3.0,4.0,11.0,15.0,105.21900000000004
22.07205,22.672000000000004,3.0,3.66666666666666,7.0,17.0,100.42900000000003
31.5315,27.768000000000004,2.0,3.33333333333333,4.0,14.0,103.54750000000001
36.06074999999999,34.528000000000006,3.0,3.0,4.0,12.0,120.51450000000001
40.59,41.704,3.0,4.0,11.0,15.0,137.4815
40.589999999999996,49.712,2.0,2.5,14.0,11.0,152.48000000000002
43.56,55.432,3.0,1.0,6.0,12.0,164.36
32.571,51.376000000000005,3.0,1.0,7.0,8.0,176.24
46.53,47.32000000000001,3.0,1.0,4.0,6.0,182.17999999999998
46.53,43.368,4.0,3.0,5.0,5.0,188.12000000000003
49.50000000000001,39.52000000000001,4.0,2.0,9.0,5.0,194.06000000000003
49.50000000000001,37.93920000000001,4.0,2.0,8.0,7.0,200.0
49.50000000000001,37.91840000000001,4.0,4.0,6.0,5.0,200.0
49.50000000000001,37.9184,4.0,3.5,6.4,5.0,200.0
49.50000000000001,37.91840000000001,4.0,1.5,8.0,5.0,200.0
49.50000000000001,37.9184,4.0,1.0,7.0,6.0,200.0
49.50000000000001,35.7552,4.0,1.0,7.0,6.0,197.525
48.2625,32.344,4.0,1.0,7.0,14.0,187.79000000000005
44.63250000000001,28.080000000000002,4.0,1.0,8.0,15.0,166.34000000000003
38.775000000000006,23.296000000000003,4.0,1.0,10.0,14.0,137.30000000000004
33.74250000000001,18.512,2.0,1.0,7.0,4.0,108.00950000000005
19.074824999999997,15.912,3.0,2.0,13.0,4.0,86.8406666666667
23.61975,14.976000000000003,6.0,2.0,22.0,4.0,74.59350000000002
15.725324999999998,15.392,8.0,2.0,20.0,5.0,69.57100000000003
22.176,16.328000000000003,9.0,2.0,21.0,6.0,67.03933333333335
21.06225,17.229333333333326,9.0,1.0,22.0,6.0,67.53205555555559
16.073749999999997,18.061333333333327,9.0,2.0,21.0,7.0,68.55561111111113
16.246999999999996,18.373333333333328,10.0,1.66666666666666,16.6666666666666,8.0,69.16266666666668
21.675499999999996,17.43733333333333,12.0,1.0,8.0,10.0,68.66450000000002
22.459249999999997,16.39733333333333,12.0,2.0,7.0,9.0,67.34966666666669
15.317224999999993,15.08,11.0,2.0,4.0,11.0,65.44411111111113
19.750499999999995,13.832,10.0,2.0,2.0,12.0,60.794555555555576
12.433574999999998,13.0,10.0,2.0,3.0,9.0,57.57416666666669
13.039949999999996,13.182,10.0,2.0,2.0,11.0,60.4651666666667
15.869699999999996,14.898,10.0,1.0,4.0,8.0,69.0401666666667
18.497325,18.122000000000003,10.0,3.0,7.0,4.0,90.49683333333337
36.4485,22.75,7.0,4.0,6.0,3.0,127.76833333333336
32.449725,26.208000000000002,5.75,5.0,3.0,3.0,169.39583333333334
91.31999999999998,44.239999999999995,5.125,4.0,2.0,5.0,196.75616666666667
90.83999999999999,46.64,3.0,3.0,1.85714285714285,2.0,207.226
65.45,48.0,3.0,3.0,1.71428571428571,2.0,208.08400000000003
64.47,47.2,3.0,3.0,1.57142857142857,2.0,207.93000000000006
63.489999999999995,47.93333333333332,3.0,3.0,5.0,3.0,204.542
90.41999999999999,48.66666666666664,2.0,3.0,5.0,4.0,202.38600000000005
90.14,49.5333333333333,3.0,5.0,5.0,4.0,201.12866666666665
62.90199999999999,49.9333333333333,3.0,5.0,1.0,3.0,191.79733333333334
57.567999999999984,51.233333333333306,3.0,6.0,2.0,7.0,171.31199999999998
50.273999999999994,52.799999999999976,3.0,6.0,2.0,7.0,148.542
48.41199999999999,54.36666666666666,3.0,4.0,2.0,10.0,132.614
47.43199999999999,55.3,2.0,3.0,2.625,6.0,127.378
46.941999999999986,55.9,2.0,4.0,3.25,7.0,124.298
46.451999999999984,56.6,1.0,4.0,3.875,7.0,127.532
49.48999999999999,57.5,1.0,8.0,5.0,4.0,136.61799999999997
52.72399999999998,58.6,2.0,4.0,5.0,6.0,150.17
55.07599999999999,60.0,1.0,4.0,5.0,7.0,161.72
56.83999999999999,61.4,2.0,5.0,5.0,7.0,170.96000000000004
58.60399999999999,62.0,6.0,6.0,7.0,13.0,176.81200000000004
58.8,63.0,17.0,3.0,1.0,12.0,179.89200000000005
58.8,63.8,11.0,5.0,7.0,22.0,177.56000000000003
57.11999999999999,64.73333333333332,7.0,11.0,7.0,20.0,164.36000000000004
50.4,65.66666666666664,7.0,11.0,8.0,21.0,143.76800000000003
39.168,66.5333333333333,7.0,11.0,8.0,20.0,118.89066666666669
17.567999999999994,66.79999999999995,16.5,10.0,9.0,13.0,98.1706666666667
19.656,67.19999999999996,26.0,9.0,10.0,6.0,81.40177777777781
15.724799999999995,67.46666666666663,18.0,8.0,8.0,9.0,71.64533333333335
7.408799999999998,67.73333333333332,23.0,2.0,5.0,20.0,68.33511111111113
6.350399999999998,67.86666666666665,17.0,2.0,4.0,21.0,68.44400000000003
5.292,67.8,19.0,2.0,5.0,14.0,68.40044444444447
7.761599999999998,67.6,20.0,1.65,6.0,7.0,68.24800000000005
8.215199999999998,67.4,17.0,1.65,7.0,10.0,68.5746666666667
28.895999999999994,67.2,28.0,1.65,8.0,8.0,68.94380000000004
12.371399999999998,67.0,32.0,1.0,7.0,11.0,69.35540000000003
12.358799999999997,67.0,22.0,6.2,5.0,20.0,68.76740000000005
7.222319999999997,67.0,13.0,11.4,4.0,19.0,68.20226666666672
7.791839999999998,67.0,13.0,16.6,4.0,15.0,71.04862222222226
19.498079999999995,67.39047619047619,11.0,1.65,4.0,16.0,80.4816666666667
24.160919999999994,67.78095238095236,11.0,27.0,8.0,13.0,94.61780000000005
43.9236,66.87619047619046,12.0,27.090909090909,33.0,11.0,100.88326666666671
40.55239999999999,64.67619047619046,12.4761904761904,27.1818181818181,31.7142857142857,10.8571428571428,97.39991111111117
35.78959999999999,61.87619047619046,22.0,29.0,6.0,8.0,83.03946666666671
27.851599999999998,57.68571428571427,17.0,25.0,5.0,13.0,67.46379047619051
12.183359999999995,49.89523809523809,17.0,21.0,5.0,15.0,53.427434920634965
16.875599999999995,43.4,15.0,2.0,5.0,13.0,44.56952380952385
16.97359999999999,37.8,16.0,2.0,3.0,11.0,42.404444444444486
18.227999999999994,32.8,12.0,3.0,2.0,15.0,42.09333333333337
17.83599999999999,28.8,11.0,2.0,3.0,15.0,42.311111111111146
17.247999999999994,27.8,11.0,1.66666666666666,3.0,14.0,40.75555555555559
16.267999999999994,26.52,12.0,1.33333333333333,3.0,13.0,38.73333333333337
15.287999999999993,24.919999999999998,16.0,1.0,5.0,10.0,36.633333333333375
14.601999999999993,23.32,16.0,1.4,5.4,9.4,34.650000000000034
13.768999999999993,21.72,16.0,3.0,7.0,7.0,32.588888888888924
12.690999999999994,20.72,17.0,2.8,8.0,6.5,30.25555555555559
11.661999999999994,20.34666666666666,18.0,2.6,9.0,6.0,27.572222222222262
10.387999999999995,22.706666666666656,15.3333333333333,2.4,8.66666666666666,7.0,29.71111111111115
15.385999999999997,31.086666666666662,10.0,2.0,8.0,9.0,39.45366666666671
20.201999999999995,41.28666666666666,6.0,3.0,9.0,10.0,53.54586666666671
27.861399999999993,55.68666666666665,10.0,2.42857142857142,9.0,8.0,69.39351111111115
35.218399999999995,70.74000000000001,4.0,2.28571428571428,7.0,2.0,96.6152666666667
29.993039999999993,90.17999999999999,5.0,2.14285714285714,8.0,9.0,134.73248888888892
50.611200000000004,103.6,12.0,2.0,9.0,12.0,177.2289333333334
93.232,111.8,10.0,2.0,9.0,14.0,217.9850666666667
108.16,115.2,8.0,1.5,7.0,3.0,250.91836050236233
119.2,117.6,21.0,1.0,7.0,21.0,275.3679351162684
120.0,116.6,11.0,2.0,7.0,5.0,283.36380527031673
120.0,115.6,18.0,3.0,8.0,14.0,286.75310389823096
120.0,116.2,10.0,7.0,7.0,3.0,288.0794077398286
120.0,115.6,20.0,15.0,8.0,3.0,288.9501787093396
120.0,108.8,15.5,11.0,8.0,5.5,276.8617195790631
106.08,99.0,11.0,7.0,8.0,8.0,244.02930779022608
87.11999999999999,88.6,8.0,4.0,7.0,3.0,196.37333333333336
30.744,80.0,21.0,10.0,8.0,12.0,159.87200000000007
15.372,73.2,8.0,7.0,9.0,4.0,144.56
30.744,74.6,11.0,17.0,9.0,11.0,159.87200000000004
87.12,76.4,13.0,6.0,7.0,3.0,196.37333333333336
106.08,79.0,11.0,16.0,8.0,11.0,245.029897580937
120.0,81.6,9.0,16.0,9.0,10.0,275.6404724597096
120.0,76.8,16.0,16.0,8.0,11.0,277.7964724597096
108.03999999999999,69.4,14.0,17.0,9.0,10.0,253.56324154543935
95.1,59.2,6.0,11.0,9.0,5.0,208.24126666666675
51.62219999999999,48.2,3.0,2.0,8.0,3.0,151.89186666666671
38.35019999999999,36.8,1.0,2.25,9.0,13.0,99.40806666666673
7.505819999999997,32.8,1.0,2.5,7.0,4.0,68.04655555555561
12.928439999999995,30.4,1.0,2.75,8.0,5.0,52.97528888888895
11.660039999999993,33.0,4.0,3.0,9.0,14.0,49.502422222222286
17.985599999999994,36.4,3.0,1.0,7.0,3.0,51.67693333333339
20.865599999999993,40.2,5.0,1.0,8.0,10.0,58.51293333333339
11.897999999999996,46.0,2.0,1.0,7.0,3.0,71.58871111111118
32.028,51.8,2.0,3.0,8.0,11.0,84.65755555555562
35.267999999999994,55.8,3.0,3.0,8.0,10.0,105.21688888888895
68.32,60.6,2.0,3.0,7.0,2.0,123.3224444444445
43.727999999999994,64.6,1.0,1.0,7.0,2.0,143.50400000000005
46.464,66.8,4.0,3.0,8.0,11.0,157.05600000000007
48.384,68.0,4.0,3.0,7.0,11.0,177.54133333333343
54.72,70.0,1.0,2.0,7.0,5.0,203.57066666666674
100.8,71.2,1.0,2.0,7.0,4.0,236.6400000000001
110.4,73.4,1.0,2.0,7.0,5.0,265.2706846348626
120.0,75.4,1.0,2.0,7.0,2.0,281.8149177607044
120.0,77.2,1.0,1.5,7.0,2.0,286.60945859698313
120.0,77.0,3.0,1.0,9.0,6.0,285.219774707357
120.0,76.06666666666666,3.0,1.0,9.0,5.0,284.1434429456423
120.0,74.93333333333332,2.0,1.2,7.0,3.0,281.98890210936355
112.8,75.53333333333333,3.0,1.4,7.66666666666666,4.0,278.5079013641271
112.8,80.53333333333333,5.0,1.79999999999999,9.0,6.0,276.24
78.96,85.93333333333332,4.0,2.0,9.0,6.0,276.24
112.8,92.06666666666665,4.625,2.0,9.0,6.0,276.24
112.8,96.6,5.25,1.0,9.0,6.0,280.98504606896313
120.0,101.0,5.875,1.0,9.0,6.0,284.4961125742332
120.0,99.6,19.5,1.0,9.0,6.0,289.56381171671427
120.0,99.6,19.5,1.0,7.0,3.0,286.7197672281686
120.0,98.0,19.5,1.0,8.0,7.0,285.9641806868163
120.0,99.4,19.5,1.5,9.0,7.0,285.7649932439395
120.0,102.4,9.0,2.0,9.0,6.0,289.45279369190047
120.0,107.6,13.0,3.0,7.0,3.0,291.9237493656022
120.0,110.8,24.0,7.0,9.0,6.0,290.8632024723826
120.0,116.4,12.0,3.0,7.0,4.0,287.04917627341615
120.0,119.0,12.0,3.0,7.0,3.0,284.4515112936146
120.0,119.6,12.0,7.0,8.0,6.0,285.90988515573446
120.0,116.8,24.0,9.0,9.0,6.0,287.37825483110504
120.0,116.6,12.0,3.0,7.0,3.0,289.72887903919946
120.0,115.4,22.0,6.0,9.0,6.0,286.93331147587514
120.0,116.4,21.0,6.0,8.0,3.0,289.9362863936467
120.0,116.2,11.0,2.0,9.0,3.0,287.7059686149939
120.0,115.8,22.0,10.0,9.0,7.0,287.4681913871872
120.0,112.8,11.0,5.0,8.0,3.0,284.23717516267885
120.0,109.8,17.0,7.0,8.0,5.0,283.99733929391795
120.0,106.6,21.0,5.0,7.0,6.0,286.72482034029355
120.0,103.4,21.0,5.0,8.0,2.0,285.41186454017287
120.0,103.0,21.0,3.5,8.0,2.5,284.3132995812225
120.0,100.2,21.0,2.0,8.0,3.0,282.18174598204297
120.0,96.0,21.0,10.0,8.0,2.0,285.1890217350217
120.0,90.4,21.0,3.0,8.0,3.0,287.80812936394847
120.0,84.8,11.0,1.0,8.0,3.0,287.92684692959443
120.0,79.875,20.0,2.0,8.0,4.0,286.0150853571225
120.0,78.675,13.0,7.0,9.0,6.0,287.2390293699097
120.0,80.075,14.0,6.625,8.875,6.0,290.0248274733996
120.0,82.475,21.0,4.0,8.0,6.0,291.0684631807955
120.0,84.875,12.0,6.0,7.0,3.0,291.4508294086781
120.0,88.0,11.6666666666666,6.33333333333333,7.0,4.0,288.7640715848311
120.0,88.8,11.3333333333333,6.66666666666666,7.0,5.0,287.55890713240206
120.0,90.8,11.0,7.0,9.0,6.0,287.49524354775383
120.0,90.4,11.0,2.0,8.0,4.0,287.3840308169926
120.0,88.4,11.0,5.0,8.25,5.0,286.36317580044596
120.0,85.2,20.0,9.0,8.5,3.0,285.8935376828992
120.0,84.2,21.0,3.0,8.75,6.0,288.0802256919731
120.0,83.0,10.0,2.0,9.0,19.0,291.2875614926557
120.0,84.2,9.0,3.0,3.0,16.0,292.3857238905178
120.0,87.08000000000001,16.0,12.0,9.0,24.0,287.2635694423466
112.8,90.28,54.0,8.0,6.0,6.0,282.4409548248121
112.8,94.47999999999999,46.1666666666666,8.0,5.8,8.8,276.24
78.96,97.88,14.8333333333333,8.0,5.0,20.0,276.24
112.8,101.28,7.0,11.0,8.0,16.5,276.24
112.8,104.6,9.0,4.0,7.0,13.0,281.59543584657393
120.0,107.9,6.33333333333333,7.33333333333333,7.33333333333333,15.6666666666666,283.80808108103673
120.0,109.6,1.0,14.0,8.0,21.0,286.7696774546201
120.0,109.9,3.0,10.0,8.0,18.0,284.244514336938
120.0,111.9,5.0,6.0,7.5,13.0,285.802904932983
120.0,113.9,7.0,2.0,7.0,8.0,287.6621284464158
120.0,115.6,7.0,2.0,8.0,2.0,287.6464512541723
120.0,116.7,7.0,2.0,6.0,17.0,287.97688829255986
120.0,117.6,7.0,7.0,4.0,40.0,284.53068314360297
120.0,116.8,7.0,7.0,2.0,59.0,283.5737141282147
120.0,114.6,7.0,2.0,4.0,6.0,285.72060690527866
120.0,111.8,15.0,2.0,2.0,54.0,287.1237906016319
120.0,109.6,15.0,1.0,6.0,10.0,291.00912132013644
120.0,106.2,15.0,8.0,8.0,15.0,286.55841675312473
120.0,102.8,7.0,4.0,2.0,10.0,287.13776979290344
120.0,105.6,15.0,7.0,2.0,15.0,285.75879420025655
120.0,109.8,14.0,7.0,1.0,16.0,288.4702472437114
120.0,115.0,14.0,7.0,14.0,11.0,289.75069423892586
120.0,121.6,12.0,6.0,13.0,6.0,287.85461069637677
120.0,128.185376344086,14.0,3.0,11.0,8.0,284.6654965739743
114.0,119.305376344086,12.0,3.0,12.0,34.0,274.7478981045686
108.0,106.905376344086,12.0516129032258,2.99569892473118,11.9913978494623,33.9397849462365,260.40000000000003
56.1,59.426494623655906,36.0,1.0,8.0,6.0,240.60000000000005
52.800000000000004,47.38849462365591,22.0,1.0,6.0,10.0,215.35166666666672
46.9425,35.36,15.0,1.0,4.0,6.0,190.10333333333338
43.6425,30.264000000000003,8.0,1.0,2.0,3.0,164.85500000000005
40.3425,27.56,8.0,1.0,3.0,1.0,145.38500000000008
37.2075,27.768000000000004,8.0,1.0,4.0,2.0,129.54500000000007
35.722500000000004,29.951999999999998,9.0,1.0,6.0,2.0,122.45000000000009
36.79500000000001,29.951999999999998,12.0,2.5,8.0,5.0,120.47000000000008
36.2175,29.848000000000003,14.0,2.5,7.0,2.0,119.64500000000008
35.31,28.392000000000007,9.0,2.5,3.0,2.0,113.04500000000007
33.495000000000005,25.376,8.0,2.5,2.0,3.0,103.33666666666674
30.030000000000005,24.856,8.0,2.5,3.0,3.0,92.2583333333334
26.812500000000004,26.624000000000002,8.0,2.5,6.0,3.0,83.99333333333341
25.9875,30.055999999999997,11.0,2.5,8.0,5.0,79.50166666666674
25.492500000000003,34.216,11.0,2.5,8.0,4.0,80.07333333333342
27.39,36.92,16.0,2.5,10.0,4.0,83.34000000000007
29.2875,36.504000000000005,13.0,2.5,9.0,6.0,87.58666666666674
29.782500000000002,35.984,12.0,1.0,8.0,4.0,90.44500000000006
30.2775,33.592,11.0,1.0,11.0,3.0,92.07833333333342
30.937500000000004,31.200000000000003,9.0,2.42857142857142,11.0,3.0,93.01750000000008
30.731250000000003,29.587999999999997,10.0,3.85714285714285,11.0,4.0,93.26250000000006
30.525000000000002,28.496,7.0,5.28571428571428,10.0,3.0,93.79333333333341
31.473750000000003,27.404000000000003,9.0,2.5,5.5,2.0,95.26333333333342
32.21625,26.624000000000002,7.0,2.5,1.0,1.0,96.52916666666675
31.803750000000004,25.792000000000005,8.5,2.5,3.0,3.0,95.34500000000007
30.2775,25.272000000000002,10.0,2.0,5.0,5.0,90.07750000000006
26.895000000000003,24.622000000000007,7.0,2.0,7.0,2.0,81.87000000000008
23.512500000000003,23.972,7.16666666666666,2.0,6.0,1.83333333333333,72.47833333333341
20.79,25.792,8.0,21.0,1.0,1.0,65.86333333333341
20.212500000000002,29.796,9.33333333333333,14.3333333333333,1.79999999999999,1.2,64.51583333333342
22.15125,35.464000000000006,12.0,1.0,3.4,1.6,70.80416666666675
27.142500000000002,41.366,11.5,1.0,4.19999999999999,1.79999999999999,82.60500000000008
32.13375,43.52400000000001,11.0,1.0,5.0,2.0,96.40000000000009
34.361250000000005,43.211999999999996,13.0,1.0,3.0,3.0,105.41916666666674
34.44375,40.76800000000001,6.0,1.0,1.0,4.0,105.6233333333334
32.34,38.584,6.0,1.0,2.0,5.0,100.36250000000007
30.772500000000004,37.752,9.0,1.0,2.0,8.0,94.36500000000008
30.195,40.66400000000001,10.0,2.0,2.0,8.0,93.95666666666675
31.927500000000002,46.071999999999996,13.0,2.0,1.0,8.0,95.44300000000008
32.274,51.480000000000004,18.0,1.0,2.0,9.0,105.02100000000007
36.234,55.328,25.0,1.0,7.0,11.0,117.33900000000006
23.0769,53.35200000000001,13.0,1.0,7.0,12.0,123.47300000000006
35.541,49.81600000000001,18.0,1.0,8.0,8.0,113.16000000000007
29.4525,43.784,8.0,1.79999999999999,6.0,1.0,98.37566666666675
17.6616,40.87200000000001,8.0,2.6,5.0,4.0,85.0223333333334
7.494299999999999,38.168000000000006,9.0,3.4,6.0,9.0,80.51433333333341
24.8985,39.93600000000001,11.0,2.0,7.0,3.0,77.43550000000009
15.79545,40.040000000000006,10.0,5.0,7.0,5.0,81.65766666666674
29.246249999999996,40.144000000000005,5.0,4.0,4.0,5.0,84.3020333333334
19.298894999999995,39.571999999999996,5.0,2.0,3.0,4.0,87.06890000000006
20.384594999999997,38.791999999999994,5.0,1.0,5.0,5.0,81.77363333333341
18.248579999999993,59.279999999999994,4.0,2.0,4.0,4.0,
33.46979999999999,71.84,4.0,2.0,3.0,4.0,
25.630079999999996,84.4,6.0,7.0,7.0,8.0,118.90904666666674
75.872,86.4,6.0,1.0,10.0,4.0,140.3316200000001
80.55199999999999,88.4,4.0,1.0,2.0,5.0,161.1008133333334
89.4,89.6,1.0,1.0,1.0,4.0,173.2092800000001
88.8,82.4,1.0,1.0,3.0,4.0,174.8663200000001
82.4,73.2,1.0,1.0,3.0,3.0,165.25766222222234
74.4,70.6,37.0,1.0,7.0,3.0,148.26133333333343
68.17999999999999,68.0,28.0,1.5,8.0,3.0,126.4028000000001
59.739999999999995,63.8,23.0,2.0,4.0,3.0,105.1351111111112
33.586,60.5,9.0,3.0,3.0,10.0,86.77920000000009
21.731999999999996,59.2,8.0,2.0,1.0,2.0,73.0107111111112
7.526399999999998,58.1,9.0,4.0,3.0,5.0,63.478666666666754
6.0227999999999975,55.1,6.0,1.0,1.0,5.0,58.32386666666677
3.2129999999999983,53.7,4.0,1.0,1.0,6.0,55.95008888888899
5.982479999999997,53.4,7.0,1.0,1.0,9.0,55.475333333333424
3.475079999999999,53.9,6.0,1.0,1.0,8.0,55.8608000000001
4.9979999999999976,54.8,4.0,1.0,1.0,3.0,57.023733333333425
10.807439999999996,57.6,4.0,1.0,1.0,4.0,58.713906666666766
18.68859999999999,60.4,3.0,1.0,5.0,4.0,60.606613333333414
13.400519999999993,62.0,3.0,1.0,2.0,5.0,62.48625333333342
8.123219999999996,63.2,3.0,1.0,2.0,6.0,64.29032444444454
15.352679999999992,64.6,2.0,1.0,1.0,3.0,65.96460000000009
26.35219999999999,66.0,2.0,1.0,3.0,3.0,67.30763555555563
17.592959999999994,67.4,1.0,1.0,4.0,4.0,68.11406666666674
17.592959999999994,67.8,1.0,1.0,4.0,5.0,68.24016000000009
15.240959999999994,67.8,2.0,1.0,3.0,3.0,67.57288888888897
13.388759999999994,65.8,2.0,1.0,6.0,3.0,66.15994666666676
11.501279999999996,63.4,2.0,1.0,4.0,3.0,64.30273777777788
5.256719999999997,61.0,2.0,1.0,4.0,3.0,62.55093333333342
4.498199999999998,59.6,3.0,1.0,1.0,3.0,61.24426666666676
6.967799999999998,58.4,2.0,1.0,1.0,5.0,60.66933333333343
6.544439999999997,58.6,3.0,1.0,1.0,4.0,60.96986666666676
4.515839999999998,60.0,2.0,2.0,1.0,5.0,62.59383555555564
5.603639999999998,62.8,2.0,2.0,1.0,4.0,66.91127111111119
21.030799999999996,65.8,1.0,9.0,3.0,7.0,74.81484000000007
31.607799999999994,68.8,4.0,2.0,3.0,2.0,84.7873733333334
25.275599999999997,71.6,4.0,1.5,2.0,2.0,94.01794666666675
65.96,71.6,5.0,1.0,2.0,3.0,99.88974666666674
63.05999999999999,69.6,6.0,1.0,2.0,2.0,101.41376444444452
58.48199999999999,67.0,7.0,1.0,3.0,2.0,98.5937822222223
30.5772,65.8,6.0,1.0,3.0,2.0,94.6094133333334
10.534019999999998,66.0,7.0,1.0,3.0,1.0,94.95612000000008
31.057199999999998,68.2,6.0,1.0,3.0,2.0,101.15412444444453
60.641999999999996,70.2,6.0,1.0,3.0,3.0,109.67320444444454
73.28,69.6,7.0,1.0,3.0,2.0,115.14216888888896
71.47999999999999,67.4,4.0,1.0,3.0,2.0,115.56392888888895
62.959999999999994,64.17142857142855,4.0,1.0,4.0,2.0,109.88380296296302
31.62719999999999,61.971428571428554,8.0,1.0,3.0,2.0,100.92100296296299
29.04119999999999,68.43809523809516,7.57142857142857,1.125,3.0,2.0,92.48174370370369
18.938639999999992,79.72698412698396,5.0,1.875,3.0,2.0,88.93251111111105
33.37506666666665,91.01587301587276,6.0,2.0,3.0,4.0,89.10818666666655
32.67039999999999,96.48888888888861,4.66666666666666,11.0,5.66666666666666,8.66666666666666,90.20540296296284
32.703999999999986,96.6888888888886,2.0,29.0,11.0,18.0,89.32909629629616
28.580999999999985,89.022222222222,3.0,1.0,2.0,2.0,85.9413037037036
34.93999999999998,79.3333333333332,1.0,2.0,2.0,2.0,80.66568888888885
31.673333333333325,69.6444444444444,1.0,1.0,1.0,2.0,75.43902222222223
34.199999999999996,66.4,2.0,1.0,4.0,3.0,72.1999407407408
37.39999999999999,67.4,2.0,1.0,5.0,3.0,72.1825185185186
40.8,68.4,3.0,1.0,9.0,2.0,75.09783703703712
47.8,69.0,2.0,1.0,6.0,1.0,79.46791111111119
53.8,68.4,3.0,1.0,6.0,1.0,83.49244444444453
54.4,65.6,3.0,1.0,6.0,1.5,85.04302222222229
54.0,61.4,4.0,1.0,4.0,2.0,82.39217777777786
49.879999999999995,54.6,2.0,1.0,5.0,1.0,75.20631111111119
39.63999999999999,47.0,2.0,2.0,6.0,1.0,65.05564444444452
17.639999999999997,40.6,2.0,1.0,5.0,1.0,54.171822222222296
6.7079999999999975,35.8,4.0,1.0,6.0,1.0,44.54408888888897
5.050799999999997,32.4,2.0,1.0,8.0,1.0,37.756355555555636
3.819599999999998,31.6,1.0,1.0,5.0,2.0,34.39555555555564
4.682159999999996,32.0,1.0,1.0,4.0,3.0,33.89777777777787
2.1142799999999986,33.8,1.0,1.0,4.0,4.0,35.26666666666675
2.249099999999998,36.8,1.25,1.0,4.0,6.0,37.73333333333342
2.7665399999999982,40.6,1.5,1.0,4.5,3.5,40.81306666666676
6.485639999999996,44.4,1.75,1.0,5.0,1.0,44.11680000000009
12.975199999999996,48.0,2.0,1.0,1.0,2.0,47.24320000000008
8.102639999999996,50.2,1.8,1.0,3.0,2.0,49.79360000000008
12.828199999999995,52.0,1.6,1.0,6.0,2.0,51.770684444444534
8.814119999999997,53.0,1.4,1.0,5.0,1.0,53.84235555555564
10.442039999999997,52.2,3.0,1.0,5.0,2.0,56.495404444444524
32.791999999999994,51.4,1.0,1.0,7.0,1.66666666666666,59.3935911111112
23.493599999999994,51.4,7.0,1.0,7.0,1.33333333333333,61.87625777777786
