pm25,pm10,no2,so2,co,o3,AQI
39.765,28.184,1.0,4.0,13.0,17.0,147.69500000000002
39.847500000000004,24.544000000000004,1.0,3.0,11.0,19.0,134.16500000000005
35.970000000000006,21.632000000000005,5.0,4.0,13.0,21.0,119.81166666666668
32.505,21.736000000000004,17.0,4.0,14.0,21.0,105.53833333333336
32.7525,22.880000000000003,15.0,4.0,14.0,18.0,101.57833333333333
33.99,25.168000000000006,11.0,4.0,13.0,14.0,109.66166666666668
36.63,28.496000000000002,11.0,4.0,13.0,29.0,125.25500000000001
40.50750000000001,31.824000000000005,8.0,4.0,13.0,30.0,145.22000000000003
43.972500000000004,34.32,7.0,4.0,13.0,30.0,165.02
46.53,33.800000000000004,7.0,4.0,14.0,32.0,176.57000000000002
46.282500000000006,32.968,8.0,4.0,13.0,31.0,179.705
45.54,31.269333333333332,7.0,4.0,13.0,21.0,176.18499999999986
44.769999999999946,29.154666666666653,7.0,5.0,15.0,16.0,171.61999999999966
43.99999999999989,27.178666666666658,7.0,4.33333333333333,14.0,18.3333333333333,164.90999999999943
42.18499999999989,27.490666666666655,7.0,3.0,12.0,23.0,160.06999999999934
42.349999999999895,31.23466666666666,7.0,4.0,12.0,27.0,160.72999999999934
44.32999999999989,35.63733333333334,8.0,4.0,10.0,27.0,166.5599999999995
45.09999999999996,40.04,8.0,3.0,11.0,44.0,173.5999999999997
45.870000000000005,44.30400000000001,8.0,4.0,12.0,44.0,180.30999999999995
47.685,46.903999999999996,11.0,3.0,15.0,60.0,189.11000000000004
49.50000000000001,48.048,11.0,3.0,13.0,54.0,196.37000000000003
49.50000000000001,46.592000000000006,6.0,4.0,13.0,60.0,200.0
49.50000000000001,45.136,5.0,4.0,11.0,49.0,200.0
49.50000000000001,42.74400000000001,5.0,5.0,10.0,44.0,200.0
49.50000000000001,41.080000000000005,4.0,4.0,14.0,52.0,199.34000000000003
49.17000000000001,37.440000000000005,4.0,3.0,12.0,44.0,198.02
48.84,35.776,4.0,5.0,10.0,31.0,196.37000000000003
48.675000000000004,36.19199999999999,4.0,4.0,11.0,29.0,195.38000000000002
48.675000000000004,37.544000000000004,3.0,5.0,10.0,36.0,195.05
48.675000000000004,38.480000000000004,4.0,6.0,7.0,34.0,195.71
49.005,37.440000000000005,4.0,4.0,1.0,38.0,194.06000000000003
47.85,34.528000000000006,3.0,4.0,2.0,28.0,184.49
43.89,29.536000000000005,2.0,5.0,3.0,21.0,166.01
39.765,25.688000000000002,2.0,5.0,10.0,18.0,144.56
37.125,24.024,2.0,4.0,11.0,18.0,127.40000000000002
35.31,24.752000000000006,2.0,4.0,12.0,23.0,117.83000000000003
34.980000000000004,26.727999999999998,1.0,4.0,12.0,33.0,118.16000000000003
37.29,27.768000000000004,4.0,5.0,10.0,20.0,124.76000000000003
38.61000000000001,26.52,4.0,3.0,11.0,25.0,129.21500000000003
37.2075,23.919999999999998,3.0,4.0,11.0,25.0,122.94500000000004
34.155,20.695999999999998,5.0,3.0,11.0,22.0,109.35000000000002
30.937500000000004,17.888,6.0,3.0,12.0,17.0,95.37500000000001
27.720000000000002,16.016000000000002,4.0,4.0,10.0,24.0,85.30000000000003
25.492500000000003,14.792700000000002,4.0,3.0,11.0,20.0,79.25666666666667
24.8325,14.0894,3.0,5.0,11.0,25.0,83.78984722222224
32.2994375,19.1334,4.0,1.0,9.0,3.0,105.49872222222227
39.97193750000001,25.2174,3.98125,1.01875,8.98125,3.04375,144.5259305555556
87.82625,49.956,1.0,4.0,6.0,10.0,193.15995833333338
102.97625000000001,61.878,1.0,2.0,7.0,24.0,242.8282916666667
117.52625,73.8,1.0,2.0,9.0,33.0,272.03809559055213
118.8,78.0,1.0,3.0,6.0,30.0,284.2777332383314
120.0,83.4,1.0,2.0,6.0,22.0,282.0401015310847
120.0,84.2,1.0,3.0,7.0,22.0,285.5416509597494
120.0,84.8,1.0,3.0,8.0,33.0,287.9583067500956
120.0,84.4,1.0,3.0,10.0,22.0,287.83649672912026
120.0,83.6,1.0,3.0,7.0,24.0,286.74176310157134
120.0,80.0,1.0,2.0,8.0,32.0,289.0180306015159
120.0,79.2,1.0,3.0,7.0,32.0,287.5230144230163
119.6,78.4,1.0,3.0,8.0,30.0,286.0119734441659
119.0,78.6,1.0,3.0,8.0,26.0,286.04553750609585
118.4,79.0,1.0,3.0,6.0,27.0,290.86112041281746
118.4,79.6,1.0,3.0,7.0,35.0,294.72
118.4,80.2,1.0,3.0,5.0,24.0,292.6294865221096
118.8,81.4,1.0,3.0,3.0,24.0,291.4913868087627
119.4,83.2,1.0,4.0,1.0,26.0,288.29317736486
120.0,84.4,1.66666666666666,4.0,2.33333333333333,20.0,290.01916894661485
120.0,85.4,3.0,4.0,5.0,8.0,286.5172159536756
120.0,86.0,1.0,4.0,3.0,9.0,289.371077821912
120.0,86.0,1.0,4.0,4.0,7.0,287.0855617677673
120.0,85.4,1.0,4.0,6.0,22.0,288.9957578611318
120.0,84.0,1.0,5.0,6.0,19.0,288.9674599152866
120.0,82.6,1.0,4.0,8.0,10.0,287.4978284753482
120.0,80.4,1.0,4.0,9.0,9.0,285.96847737354955
120.0,77.8,1.0,4.0,8.0,8.0,281.5430374020312
120.0,72.4,1.0,4.0,9.0,14.0,273.95870679225004
107.75999999999999,67.8,1.0,3.0,10.0,45.0,261.6739145069703
103.35999999999999,63.55,1.0,2.0,7.0,25.0,249.928
62.01599999999999,62.35,2.0,1.0,6.0,7.0,245.08799999999997
103.35999999999999,62.35,1.875,1.125,6.625,22.875,245.08799999999997
103.35999999999999,66.05,1.0,2.0,11.0,134.0,258.55199999999996
115.6,71.05,1.0,2.0,10.0,88.0,274.42757329996874
120.0,75.9,1.0,2.5,10.0,55.5,286.8774530001155
120.0,78.7,1.0,3.0,10.0,23.0,286.0661958852802
120.0,77.9,1.0,1.0,10.0,23.0,284.8077912927201
120.0,72.6,1.0,2.0,12.0,9.0,284.28191159257335
114.2,64.6,1.0,3.0,12.0,7.0,274.31316870740864
105.8,56.4,1.0,1.0,11.0,80.0,253.14000000000001
97.4,51.2,1.0,2.0,10.0,12.0,230.04000000000005
93.2,50.8,1.0,2.0,10.0,15.0,215.96000000000004
93.0,56.4,1.0,1.0,11.0,20.0,217.50000000000003
98.8,63.4,1.0,2.0,11.0,25.0,232.9
107.2,71.8,5.0,2.0,13.0,25.0,257.76000000000005
115.6,77.4,1.0,2.0,13.0,25.0,274.4498867841914
119.8,81.2,1.0,1.0,13.0,30.0,286.6484329414372
120.0,81.9,1.0,1.0,13.0,17.0,285.357424990257
120.0,80.5,1.0,2.0,13.0,18.0,289.34625905921536
120.0,77.7,1.0,2.0,12.0,18.0,289.3668781323891
120.0,74.9,1.0,2.0,11.0,18.0,289.8980226098467
120.0,71.5,1.0,1.0,11.0,22.0,288.71971150610204
120.0,68.8,1.0,1.0,11.0,19.0,285.37045233143755
120.0,69.2,1.0,2.0,11.0,22.0,285.4252700036236
120.0,71.3,1.0,2.0,12.0,13.0,283.16268864416867
120.0,73.5,1.0,1.0,12.0,20.0,282.3265553701471
120.0,76.3,1.0,1.5,12.0,20.0,283.3366282969201
120.0,78.3,1.0,2.0,12.0,20.0,283.38186947896514
120.0,79.3,1.0,1.0,12.0,14.0,284.3166239733248
120.0,81.0,1.0,2.0,10.0,22.0,282.48161848269564
120.0,82.6,1.0,2.0,10.0,18.0,286.67172662502395
120.0,85.6,1.0,2.0,10.0,20.0,287.91661826164676
120.0,90.0,1.0,1.0,10.0,17.0,291.27186731815715
120.0,94.9,1.0,2.0,10.0,19.0,288.07105726679833
120.0,97.4,10.0,2.0,11.0,26.0,288.5734945858706
120.0,99.9,1.0,1.0,11.0,23.0,287.38558988125527
120.0,100.9,1.0,1.25,10.5,26.5,290.08742768639166
120.0,101.3,1.0,2.0,9.0,37.0,287.4463017625315
120.0,101.2,1.0,2.0,10.0,27.0,287.47825279990553
120.0,96.5,1.0,2.0,11.0,32.0,287.5533339734754
120.0,90.2,1.0,2.0,11.0,29.0,290.08552269309786
120.0,82.8,1.0,2.0,12.0,8.0,290.2303375290856
118.8,75.2,1.0,2.0,9.0,32.0,289.6410508874146
117.4,67.6,1.0,2.0,11.0,33.0,288.27413185986416
115.6,64.6,1.0,2.0,11.0,27.0,285.48
113.8,64.0,1.0,2.0,10.0,27.0,280.64000000000004
113.0,67.6,1.0,3.0,12.0,25.0,279.09999999999997
114.2,71.4,1.0,2.0,10.0,22.0,281.08
115.6,74.2,1.0,1.0,9.0,16.0,285.9200000000001
117.4,76.6,1.0,2.0,12.0,29.0,288.397393820629
119.2,78.2,1.0,2.0,7.0,28.0,289.3985090080718
120.0,76.8,1.0,1.0,9.0,17.0,287.1563077146427
120.0,76.6,1.0,2.0,9.0,26.0,284.56698335670694
120.0,77.4,1.0,2.0,13.0,15.0,286.49513765534033
120.0,76.2,1.0,2.0,11.0,30.0,286.85940291262676
120.0,73.8,1.0,2.0,12.6666666666666,24.0,288.4837552913694
118.6,71.4,1.0,1.0,14.3333333333333,8.0,287.3144858052933
117.2,69.4,1.0,3.0,16.0,17.0,288.97242184143596
117.2,69.0,1.0,4.0,24.0,31.0,290.76
117.2,71.8,1.0,1.0,15.0,25.0,290.76
117.2,75.8,1.0,1.0,8.0,23.0,287.62907218529944
118.6,80.4,1.0,1.0,9.0,18.0,287.48089791939196
120.0,82.2,1.0,1.0,11.0,32.0,284.6271234993322
120.0,83.6,1.0,1.0,11.0,27.0,282.9180513140329
112.8,83.4,1.0,1.0,15.0,33.0,278.22622557994026
112.8,83.2,1.0,1.22222222222222,8.0,23.0,276.24
78.96,82.4,1.0,1.44444444444444,9.0,25.0,276.24
112.8,82.0,1.0,1.66666666666666,8.0,25.0,276.24
112.8,80.4,1.0,4.0,10.0,30.0,281.7322956248192
120.0,79.4,3.0,4.0,10.0,19.0,286.9150468958855
120.0,78.6,1.0,4.0,7.0,21.0,291.17620207175327
120.0,77.6,1.0,4.0,8.0,20.0,290.5937285986061
120.0,77.4,1.0,4.0,9.0,19.0,290.94343671454874
120.0,77.2,1.0,3.0,27.0,66.0,292.90079810065225
120.0,78.8,1.0,2.0,22.0,10.0,292.8496213419622
120.0,80.6,2.0,1.0,12.5,15.0,289.46125654792087
120.0,82.6,3.0,1.0,3.0,20.0,289.0447154829192
120.0,84.6,6.0,1.0,3.0,34.0,287.3003117151305
120.0,85.6,55.0,1.0,1.0,45.0,291.26474282518075
120.0,84.4,34.0,4.0,4.0,41.0,291.568706809647
120.0,82.8,20.0,4.0,5.0,28.0,290.09314541326904
120.0,79.4,3.0,4.0,7.0,6.0,286.58122191725096
120.0,76.0,2.0,4.0,2.0,8.0,282.9801597813749
120.0,74.4,1.0,4.0,1.0,9.0,283.3217215622998
120.0,73.6,3.0,4.0,1.0,10.0,286.53305335517814
120.0,74.4,3.0,4.0,1.0,11.0,286.38133942968216
120.0,78.4,3.0,4.0,2.0,11.0,290.62384499011597
120.0,82.4,1.0,4.0,2.0,50.0,286.70808366969794
120.0,85.4,2.0,4.0,4.0,49.0,289.9550263108643
120.0,84.4,2.25,4.0,8.0,44.0,286.45585710194973
120.0,80.4,2.5,4.0,12.0,18.0,286.4767231946228
119.0,74.6,2.75,4.0,5.0,9.0,285.4966171333926
117.0,67.8,3.0,4.0,5.0,12.0,283.65303877213324
113.6,61.0,2.0,4.0,5.0,8.0,278.88000000000005
110.2,58.2,2.0,4.0,4.0,4.0,267.66
106.8,57.4,2.0,4.0,6.0,7.0,251.35800000000003
98.78,59.0,2.0,4.0,5.0,4.0,240.996
100.78,65.8,3.0,4.0,5.0,10.0,238.11400000000003
72.92599999999999,73.2,5.0,4.0,1.0,14.0,247.794
107.58,80.4,7.0,4.0,7.0,22.0,259.01400000000007
110.97999999999999,85.8,7.0,4.0,8.0,18.0,272.9847523278554
120.0,81.6,7.0,1.0,1.0,9.0,274.6017523278554
109.05,70.64,4.0,1.0,9.0,16.0,259.2787523278554
97.05,58.64,6.0,1.0,7.0,21.0,223.1066666666667
46.365,30.316000000000003,4.33333333333333,1.0,11.0,6.0,181.52333333333334
39.3525,25.895999999999997,2.66666666666666,1.0,8.0,7.0,145.55000000000004
35.557500000000005,26.728000000000005,1.0,1.0,7.0,10.0,129.21500000000003
38.197500000000005,29.328000000000003,5.0,1.0,9.0,8.0,133.50500000000002
41.4975,32.864000000000004,1.0,1.0,3.0,9.0,146.87000000000003
42.24,35.88,19.0,1.0,4.0,10.0,162.38000000000002
45.9525,35.984,10.0,1.0,1.0,65.0,172.28
32.51325,35.776,1.0,3.0,4.0,63.0,180.86
46.53,35.15200000000001,2.0,3.0,3.0,54.0,181.025
46.035000000000004,34.008,1.0,3.0,2.0,47.0,185.15
48.510000000000005,32.032000000000004,3.0,3.0,1.0,10.0,188.12000000000003
48.015,29.796000000000003,1.0,1.0,2.0,8.0,189.275
46.612500000000004,26.416,1.0,1.0,1.0,6.0,182.67500000000004
45.21000000000001,23.348000000000003,2.75,1.0,1.25,5.75,172.61000000000004
42.98250000000001,20.8,6.25,1.0,1.75,5.25,160.895
40.755,20.695999999999998,8.0,1.0,2.0,5.0,152.2599999999999
40.89249999999995,22.828000000000003,5.375,3.0,3.75,5.75,150.1699999999997
41.93749999999989,26.104000000000003,5.375,3.0,5.5,6.5,154.51499999999947
42.927499999999895,28.444,15.0,1.0,9.0,8.0,161.05999999999935
44.16499999999989,29.848000000000003,15.0,2.0,11.0,21.0,166.66999999999933
44.74249999999989,30.160000000000004,15.0,2.0,7.0,10.0,166.72499999999945
42.954999999999956,28.704000000000004,14.0,2.0,6.0,10.0,160.39999999999966
41.002500000000005,27.248,5.0,2.0,4.0,11.0,149.12499999999991
39.105,26.312000000000005,11.0,2.0,4.0,9.0,135.43000000000004
36.10750000000001,25.480000000000004,20.0,1.0,4.0,9.0,117.70333333333338
31.597500000000004,24.336000000000006,2.0,2.0,5.0,4.0,99.30722222222225
27.087500000000002,23.296000000000006,5.0,1.0,4.0,10.0,85.19111111111114
25.355000000000004,24.232000000000006,2.0,1.0,3.0,12.0,80.31833333333337
26.675,25.584,2.0,1.0,4.0,13.0,83.36722222222225
30.167500000000004,27.56,2.0,1.0,3.5,12.0,96.93333333333335
35.8325,29.068000000000005,2.0,1.0,3.0,11.0,114.02177777777781
38.247,30.576,3.0,2.0,3.5,6.0,127.25700000000002
38.049,29.328000000000003,5.0,3.0,4.0,6.0,123.572
23.793,28.080000000000002,4.0,2.0,3.0,6.0,111.7646666666667
22.407000000000004,27.456000000000007,3.0,1.0,2.0,6.0,99.94500000000004
22.11825,27.612000000000002,2.0,2.0,1.0,2.0,100.83600000000003
34.435500000000005,27.248,1.5,2.0,4.0,6.0,109.54133333333336
36.696000000000005,26.832,1.0,2.0,3.0,9.0,122.56550000000004
38.651250000000005,26.208000000000002,2.0,2.0,3.0,9.0,130.00700000000003
38.15625,24.648000000000003,2.5,2.0,2.5,8.0,128.80250000000004
36.09375,24.648000000000003,3.0,2.0,2.0,7.0,124.18250000000005
36.34125,26.0,3.5,2.0,2.0,6.0,124.01750000000004
38.07375,28.184,4.0,2.0,6.0,12.0,133.67000000000004
40.92000000000001,30.368000000000006,5.0,1.5,6.0,11.0,147.11750000000004
43.065000000000005,32.55200000000001,11.0,1.0,7.0,3.0,161.39000000000001
45.21000000000001,31.824,7.0,1.5,6.0,9.0,167.49500000000003
43.972500000000004,29.432000000000002,3.0,2.0,5.0,6.0,162.54500000000004
40.59,27.040000000000006,2.0,1.0,5.0,5.0,146.54000000000005
37.2075,25.584,2.0,1.5,1.0,7.0,130.70000000000002
36.0525,24.128,3.0,2.0,2.0,9.0,119.31500000000004
34.8975,24.440000000000005,2.0,2.0,5.0,8.0,115.43750000000004
35.268750000000004,25.584,2.0,1.0,7.0,10.0,117.08750000000003
36.877500000000005,27.144000000000005,3.0,2.0,5.0,7.0,125.83250000000002
39.27,28.808000000000007,3.0,2.5,5.5,9.5,132.614
38.6595,30.472,3.0,3.0,6.0,12.0,134.95700000000002
38.049,31.72,3.0,2.0,6.0,13.0,130.38649999999998
25.889324999999996,32.864000000000004,3.0,2.0,4.0,11.0,130.4195
27.0732,33.592000000000006,3.0,3.0,5.0,10.0,133.48850000000002
27.70845,33.48800000000001,2.0,3.0,6.0,7.0,143.86700000000002
42.174,31.928000000000004,2.0,2.0,8.0,8.0,152.41400000000002
42.94950000000001,29.744000000000003,2.0,2.0,8.0,7.0,158.55200000000002
42.6525,27.664,2.0,3.0,4.0,6.0,153.40400000000002
39.6,25.272000000000006,1.0,2.0,4.0,7.0,140.10500000000005
36.300000000000004,22.880000000000003,2.0,3.0,5.0,4.0,121.13000000000004
33.165,20.904000000000003,1.0,2.0,3.0,6.0,105.3916666666667
30.772500000000004,19.552000000000003,1.0,1.0,3.0,6.0,94.9466666666667
29.4525,18.2,1.0,6.0,5.0,14.0,89.46500000000003
28.1325,16.692,2.0,1.0,1.0,4.0,85.0141666666667
26.27625,15.184,2.0,1.0,2.0,3.0,80.03250000000001
24.42,16.64,2.5,1.0,2.0,22.0,77.66416666666669
25.740000000000002,19.448000000000004,3.0,1.0,2.0,41.0,80.31833333333337
28.957500000000003,22.256000000000004,5.0,1.0,2.0,76.0,87.99500000000002
32.175000000000004,25.22,4.0,2.0,1.0,3.0,101.20750000000002
35.846250000000005,28.080000000000002,1.0,1.0,10.0,4.0,118.08250000000002
39.27,28.808000000000007,4.0,2.0,9.0,11.0,134.24750000000003
40.50750000000001,27.144000000000005,2.0,2.0,5.0,4.0,139.77500000000003
38.61000000000001,25.480000000000004,3.0,2.0,1.0,4.0,134.66000000000005
36.712500000000006,24.752,1.0,2.0,1.0,4.0,125.58500000000004
35.970000000000006,24.128,2.0,1.0,4.0,4.0,119.31500000000001
35.475,23.088000000000005,2.0,1.0,5.0,30.0,114.36500000000002
34.237500000000004,23.088000000000005,1.0,1.14285714285714,2.0,8.0,110.90000000000002
34.237500000000004,23.712000000000003,14.0,1.28571428571428,2.0,7.0,105.19200000000001
32.571000000000005,23.712000000000003,3.0,1.42857142857142,1.0,6.0,99.4926666666667
30.0795,23.088000000000005,2.0,2.0,1.0,6.0,90.92683333333336
19.028624999999998,23.087999999999997,1.0,2.0,2.0,6.0,83.54416666666668
17.579099999999997,22.568000000000005,1.5,2.0,1.0,6.0,76.17783333333334
15.8466,21.32,2.0,2.0,5.0,5.0,72.59266666666667
16.4934,20.072000000000003,1.0,2.0,5.0,6.0,71.86311111111114
17.0632,20.644000000000002,1.0,1.0,4.0,7.0,74.78950000000002
25.594250000000002,21.996000000000002,1.0,2.0,1.0,6.0,81.2193888888889
54.65,36.720000000000006,1.0,1.0,3.0,7.0,93.93961111111112
63.5,38.160000000000004,1.0,1.0,5.0,6.0,109.74388888888892
67.4,39.0,2.0,2.0,5.0,13.0,123.22000000000003
69.3,38.0,1.0,9.0,2.0,4.0,131.03
70.6,36.2,1.0,4.0,2.0,3.0,127.29000000000002
64.0,35.266666666666666,1.0,3.0,3.0,6.0,112.85022222222223
52.879999999999995,35.93333333333333,1.0,2.6,7.0,8.0,91.53600000000002
42.88,34.46666666666667,1.0,2.2,9.0,4.0,72.86488888888891
20.639999999999997,31.866666666666667,5.0,1.8,2.0,2.0,58.14133333333334
15.911999999999999,28.866666666666667,2.0,1.21590909090909,6.0,5.0,45.59555555555557
12.383999999999999,25.0,2.0,1.0,7.0,5.0,38.62222222222224
13.415999999999997,21.333333333333332,1.0,1.0,9.0,6.0,36.90000000000001
14.051999999999996,20.6,2.0,1.0,8.0,6.0,40.71111111111112
27.5,21.2,3.0,1.0,9.0,8.0,46.149111111111125
22.105999999999995,21.6,3.0,1.21590909090909,9.0,8.0,50.7564888888889
31.136000000000003,22.2,1.0,1.21590909090909,6.0,4.0,51.59871111111113
29.016,22.4,3.0,1.21590909090909,9.0,2.0,47.73515555555557
10.581479999999999,22.4,2.0,1.21590909090909,2.0,4.0,41.600000000000016
12.402,22.2,2.0,1.0,8.0,2.0,36.963333333333345
4.340699999999999,21.8,2.0,1.09090909090909,2.0,5.0,36.963333333333345
10.581479999999999,21.8,2.0,1.18181818181818,2.0,4.0,39.14333333333335
24.594,21.4,2.0,1.27272727272727,4.0,9.0,42.00000000000002
25.812,21.0,1.0,1.21590909090909,2.0,9.0,42.01666666666669
15.134399999999998,20.6,1.0,1.21590909090909,4.0,8.0,38.780000000000015
7.882559999999998,21.4,2.0,1.21590909090909,3.0,6.0,32.306666666666686
5.312159999999999,23.6,2.0,1.21590909090909,2.0,6.0,27.09333333333335
2.7341999999999995,26.4,2.0,1.21590909090909,3.0,4.0,26.400000000000016
3.0693599999999988,29.2,1.0,1.21590909090909,2.0,6.0,29.600000000000023
6.879599999999999,33.2,1.0,1.21590909090909,1.0,6.0,32.93333333333335
8.36136,36.4,1.0,2.0,3.0,4.0,36.03333333333335
9.701999999999996,36.8,1.0,1.85714285714285,1.0,8.0,39.526666666666685
11.007359999999998,37.2,1.0,1.71428571428571,1.0,4.0,42.000000000000014
11.042639999999997,38.0,1.0,1.57142857142857,1.0,4.0,43.960000000000015
18.639599999999998,37.6,1.0,1.78571428571428,1.0,3.0,45.28666666666668
12.010319999999997,34.4,1.0,1.78571428571428,1.0,5.0,46.52666666666668
11.98008,31.2,1.0,1.78571428571428,1.0,4.0,44.44666666666668
13.730399999999996,28.0,1.0,1.0,3.0,3.0,39.87333333333335
12.218399999999997,24.4,2.0,2.0,5.0,2.0,33.80000000000001
5.2776,20.8,1.5,1.66666666666666,4.5,2.0,27.926666666666687
5.171039999999999,20.0,1.0,1.33333333333333,4.0,2.0,23.746666666666684
4.199999999999999,21.4,1.0,1.0,2.0,3.0,21.573333333333352
3.0,22.8,1.0,2.0,2.0,3.0,22.700000000000017
2.64348,23.9,1.0,1.0,2.0,3.0,24.20666666666668
4.6655999999999995,23.9,1.0,1.0,3.0,7.0,25.074166666666684
9.144899999999998,23.9,1.0,1.0,2.5,5.0,25.40000000000002
8.9559,22.5,1.0,1.0,2.0,3.0,24.017500000000016
2.7433349999999996,21.1,15.0,2.0,1.5,3.0,22.216666666666686
2.0999999999999996,20.0,1.0,1.0,1.0,4.0,20.590833333333354
2.0999999999999996,20.0,1.0,2.0,1.0,5.0,20.0
2.0999999999999996,20.0,1.0,1.0,1.0,5.0,20.0
2.0999999999999996,20.0,2.0,1.0,1.0,5.0,20.0
2.0999999999999996,20.0,2.0,2.0,1.0,4.0,20.53333333333335
2.0999999999999996,21.6,1.0,1.0,2.0,4.0,21.800000000000022
2.0999999999999996,23.8,1.0,2.0,1.0,7.0,23.866666666666685
2.8400399999999997,26.2,1.0,2.0,1.0,3.0,26.20000000000002
3.4486199999999996,28.6,1.0,2.0,1.0,3.0,28.53333333333335
11.936399999999999,30.8,1.0,2.0,1.0,4.0,30.81333333333335
8.32608,29.6,1.0,1.78571428571428,1.0,4.0,33.01666666666669
4.4364599999999985,27.4,1.0,1.78571428571428,1.0,3.0,32.15333333333335
7.108919999999998,25.0,2.0,1.78571428571428,2.0,3.0,29.610000000000017
6.403319999999999,22.6,2.0,2.0,1.0,14.0,26.60000000000002
6.597359999999999,21.6,1.0,1.0,1.25,3.0,24.663333333333355
5.591879999999999,22.4,1.0,1.0,1.5,2.0,25.27000000000002
6.861959999999999,22.4,1.0,1.0,1.75,2.0,26.32000000000002
3.6955799999999996,22.4,2.0,1.0,2.0,2.0,29.516666666666683
13.435799999999999,22.4,2.0,1.0,3.0,2.0,32.990000000000016
15.812999999999999,21.2,2.0,2.0,1.0,3.0,36.71333333333335
17.009999999999998,20.0,2.0,2.0,2.0,3.0,39.27222222222225
23.8,20.0,2.0,2.0,4.0,7.0,40.83333333333335
15.239999999999998,20.0,2.0,2.0,5.0,8.0,42.33333333333335
27.0,20.0,1.0,2.0,5.0,9.0,44.22222222222225
27.2,20.0,2.0,2.0,6.0,8.0,46.666666666666686
29.8,20.0,2.0,2.0,5.0,4.0,48.99333333333336
30.6,20.0,2.0,2.0,2.0,3.0,51.75333333333336
31.6,20.0,2.0,2.0,2.0,5.0,53.61333333333335
32.6,21.2,2.0,2.0,2.0,5.0,56.1177777777778
35.2,22.6,2.0,2.0,2.0,5.0,57.57688888888891
34.28,23.8,2.0,2.0,3.0,4.0,56.33555555555557
30.32,25.2,2.0,2.0,5.0,4.0,54.65866666666668
19.272,26.2,4.0,2.0,7.0,5.0,53.97871604938273
9.909333333333333,25.84444444444444,3.0,2.0,6.0,7.0,52.54029629629631
28.324444444444435,24.73333333333332,3.0,2.0,7.0,11.0,48.32558024691358
25.091111111111097,23.8222222222222,3.33333333333333,2.0,5.0,4.0,43.01925925925926
14.411466666666655,22.4222222222222,3.66666666666666,2.0,5.33333333333333,6.33333333333333,37.59185185185184
5.566533333333329,22.0222222222222,4.0,2.0,5.66666666666666,8.66666666666666,31.776790123456788
3.071039999999997,22.17777777777776,1.0,2.0,6.0,11.0,26.52913580246914
6.045759999999995,24.28888888888888,1.5,2.0,6.0,14.0,27.12518518518519
8.243759999999998,26.4,2.0,2.0,6.0,14.0,33.07851851851853
10.642799999999998,28.0,3.0,2.0,3.0,4.0,42.96440000000001
22.262799999999995,28.0,2.0,2.0,2.0,10.0,52.44857777777779
25.3568,27.2,2.0,2.0,3.0,6.0,59.26902222222225
37.160000000000004,25.0,1.0,2.0,4.0,5.0,60.834844444444464
34.68000000000001,23.8,1.0,2.0,7.0,5.0,60.495111111111136
21.36,23.8,1.0,2.0,6.0,8.0,55.95466666666669
17.666400000000003,24.4,1.0,2.0,6.0,11.0,50.94222222222225
26.164000000000005,25.0,1.0,2.0,6.0,7.0,46.76222222222225
11.996879999999999,25.0,1.0,2.0,5.0,6.0,46.94000000000002
17.8584,24.0,1.0,2.0,4.0,5.0,47.7177777777778
27.564,22.4,1.0,2.0,5.0,6.0,48.91422222222224
30.120000000000005,22.0,2.0,2.0,4.0,5.0,50.57644444444446
32.2,23.0,3.0,2.0,7.0,6.0,54.114222222222246
33.4,24.6,1.0,2.0,7.0,8.0,57.206666666666685
35.8,24.4,2.0,2.0,8.0,4.0,58.51333333333335
34.6,24.4,1.0,2.0,9.0,6.0,58.51333333333335
33.4,26.2,1.0,2.0,8.0,6.0,58.622222222222234
36.0,27.0,4.0,2.0,10.0,8.0,60.03777777777779
37.2,27.8,1.0,2.0,12.0,5.0,62.59666666666669
38.1,30.4,1.0,1.0,10.0,8.0,66.19000000000001
42.6,33.0,1.0,1.0,8.0,11.0,71.58000000000003
47.1,33.4,1.0,1.0,8.5,10.0,76.5888888888889
47.3,33.6,1.0,1.0,9.0,9.0,79.25666666666669
47.5,33.8,1.0,2.0,6.0,6.0,77.61244444444445
44.08,31.4,2.0,2.0,3.0,5.0,72.13533333333335
37.239999999999995,28.8,2.0,2.0,5.0,9.0,61.99644444444446
17.7,25.8,3.5,2.0,12.0,8.0,49.108444444444466
6.359999999999999,23.0,5.0,2.0,1.0,9.0,35.060000000000024
3.7223999999999995,20.2,10.0,1.0,4.0,8.0,25.3377777777778
3.3983999999999996,20.0,9.0,1.0,4.0,7.0,22.264444444444464
3.29028,20.6,6.0,1.0,3.0,6.0,27.87555555555558
22.508000000000003,28.0,8.0,1.0,4.0,7.0,42.02435555555558
37.008,35.4,7.0,2.0,4.0,10.0,62.297688888888906
52.0,37.4,4.0,2.0,2.0,10.0,81.71102222222224
57.4,37.6,5.0,3.0,9.0,24.0,93.4666666666667
58.6,37.2,3.0,3.0,6.0,8.0,96.84222222222225
58.2,31.0,3.0,3.0,5.0,12.0,93.4666666666667
51.2,30.2,6.0,3.0,1.0,8.0,88.89333333333336
50.2,34.8,4.0,1.0,1.0,11.0,87.15111111111112
55.0,39.4,8.0,1.0,3.0,19.0,91.94222222222224
60.0,43.4,13.0,1.0,4.0,22.0,96.28688888888892
