date, pm25, pm10, o3, no2, so2, co,location
2020-08-21,50,25,2, ,5,1,"Borivali East, Mumbai"
2020-08-22,46,27,2, ,5,1,"Borivali East, Mumbai"
2020-08-23,41,29, , ,5, ,"Borivali East, Mumbai"
2020-08-24,49,34,2, ,5,1,"Borivali East, Mumbai"
2020-08-25,44,31,2, ,5,1,"Borivali East, Mumbai"
2020-08-26,40,27,2, ,5,1,"Borivali East, Mumbai"
2020-08-27,34,31,1, ,5,1,"Borivali East, Mumbai"
2020-08-28,18,23,2, ,5,1,"Borivali East, Mumbai"
2020-08-29,39,24,2, ,5,1,"Borivali East, Mumbai"
2020-08-30,35,25,1, ,5,1,"Borivali East, Mumbai"
2020-08-31,36,26,1, ,5,1,"Borivali East, Mumbai"
2020-09-01,45,26,1, ,5,1,"Borivali East, Mumbai"
2020-09-02,55,35,2, ,5,1,"Borivali East, Mumbai"
2020-09-03,54,40,2, ,5,1,"Borivali East, Mumbai"
2020-09-04,54,43,2, ,5,2,"Borivali East, Mumbai"
2020-09-05,76,49,2, ,5,2,"Borivali East, Mumbai"
2020-09-06,53,53,2, ,5,3,"Borivali East, Mumbai"
2020-09-07,22,30,2, ,5,1,"Borivali East, Mumbai"
2020-09-08,34,33,2, ,5,1,"Borivali East, Mumbai"
2020-09-09,223,40,2, ,5,2,"Borivali East, Mumbai"
2020-09-10,62,36,15, ,13,3,"Borivali East, Mumbai"
2020-09-11,63,64,1,1,2,2,"Borivali East, Mumbai"
2020-09-12,85,59,1, ,3,2,"Borivali East, Mumbai"
2020-09-13,62,31,1, ,3,1,"Borivali East, Mumbai"
2020-09-14,68,36,1, ,3,1,"Borivali East, Mumbai"
2020-09-15,66,34,1, ,3,1,"Borivali East, Mumbai"
2020-09-16,131,31,1, ,3,1,"Borivali East, Mumbai"
2020-09-17,96,32,1, ,3,1,"Borivali East, Mumbai"
2020-09-18,139,38,1, ,3,1,"Borivali East, Mumbai"
2020-09-19,138,36,1, ,3,1,"Borivali East, Mumbai"
2020-09-20,137,33,1, ,3,2,"Borivali East, Mumbai"
2020-09-21,167,37,1, ,3,2,"Borivali East, Mumbai"
2020-09-22,130,42,1, ,3,3,"Borivali East, Mumbai"
2020-09-23,192,23,1, ,3,2,"Borivali East, Mumbai"
2020-09-24,140,32,1, ,3,2,"Borivali East, Mumbai"
2020-09-25,161,39,1, ,3,2,"Borivali East, Mumbai"
2020-09-26,174,43,1, ,3,1,"Borivali East, Mumbai"
2020-09-27,136,38,1, ,3,1,"Borivali East, Mumbai"
2020-09-28,138,41,1, ,3,1,"Borivali East, Mumbai"
2020-09-29,210,44,1, ,3,2,"Borivali East, Mumbai"
2020-09-30,206,49,1, ,3,2,"Borivali East, Mumbai"
2020-10-01,184,46,1, ,3,2,"Borivali East, Mumbai"
2020-10-02,198,50,1, ,3,2,"Borivali East, Mumbai"
2020-10-03,234,55,1, ,3,2,"Borivali East, Mumbai"
2020-10-04,218,40,1, ,3,2,"Borivali East, Mumbai"
2020-10-05,176,47,1, ,4,1,"Borivali East, Mumbai"
2020-10-06,78,49,1, ,4,2,"Borivali East, Mumbai"
2020-10-07,124,56,1, ,4,3,"Borivali East, Mumbai"
2020-10-08,115,58,1, ,4,2,"Borivali East, Mumbai"
2020-10-09,339,67,1, ,4,4,"Borivali East, Mumbai"
2020-10-10,147,54,1, ,4,3,"Borivali East, Mumbai"
2020-10-11,125,53,1, ,4,3,"Borivali East, Mumbai"
