date, pm25, pm10, o3, no2, co,location
2025-06-12,37,39,10,7,2,"Siddharth Nagar-Worli, Mumbai"
2025-06-13,51,21,9,8, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-14,55, ,15,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-15,61,30,9,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-16,41,37,8,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-17,65,10,16,4,7,"Siddharth Nagar-Worli, Mumbai"
2025-06-18,47,47,12,4,9,"Siddharth Nagar-Worli, Mumbai"
2025-06-19,50,45,8,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-20,55,44,9,3, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-21,56,42,5,3, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-22,55,37,9,3,4,"Siddharth Nagar-Worli, Mumbai"
2025-06-23,52,90,9,5, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-24,82,53,11,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-25,55,51,12,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-26,61,52,12,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-27,59,63,11,4, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-28,68,45,14,3, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-29,56,43,11,3, ,"Siddharth Nagar-Worli, Mumbai"
2025-06-30,65,42,11,3, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-01,54,35,9,2,6,"Siddharth Nagar-Worli, Mumbai"
2025-07-02,54,32,19,110, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-03,46,45,13,48, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-04,53,46,12,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-05,62,51,6,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-06,61,51,11,39, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-07,61,44,6,50, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-08,57,45,10,30, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-09,64,45,11,16, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-10,66,40,10,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-11,64,42,9,13,4,"Siddharth Nagar-Worli, Mumbai"
2025-07-12,56,34,10,13,3,"Siddharth Nagar-Worli, Mumbai"
2025-07-13,56,12,5,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-14,39,49,9, , ,"Siddharth Nagar-Worli, Mumbai"
2025-07-15,62,60,8, , ,"Siddharth Nagar-Worli, Mumbai"
2025-07-16,62,39,9,109,7,"Siddharth Nagar-Worli, Mumbai"
2025-07-17,53,40,9,47,5,"Siddharth Nagar-Worli, Mumbai"
2025-07-18,66,34,11,17, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-19,59,24,5,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-20,56,23,9,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-21,56,24,11,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-22,48,35,12,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-23, ,49,12,10, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-24,52,50,8,8, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-25,57, , , , ,"Siddharth Nagar-Worli, Mumbai"
2025-07-28, ,36,8,13,2,"Siddharth Nagar-Worli, Mumbai"
2025-07-29,37,58,5,8,1,"Siddharth Nagar-Worli, Mumbai"
2025-07-30,64,58,10,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-07-31,65,58,6,6,4,"Siddharth Nagar-Worli, Mumbai"
2025-08-01,59,44,10,6,3,"Siddharth Nagar-Worli, Mumbai"
2025-08-02,51,46,6,5,3,"Siddharth Nagar-Worli, Mumbai"
2025-08-03,45,46,10,5,3,"Siddharth Nagar-Worli, Mumbai"
2025-08-04,50,35,43,18,2,"Siddharth Nagar-Worli, Mumbai"
2025-08-05,46,37,8,25,9,"Siddharth Nagar-Worli, Mumbai"
2025-08-06,51,32,5,19, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-07,54,47,4,11, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-08,53,46,3,14,6,"Siddharth Nagar-Worli, Mumbai"
2025-08-09,59,46,3,10, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-10,58,41,4,8, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-11,52,36,7,8,2,"Siddharth Nagar-Worli, Mumbai"
2025-08-12,57,31,3,14,6,"Siddharth Nagar-Worli, Mumbai"
2025-08-13,40,26,10,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-14,42,24,6,8,3,"Siddharth Nagar-Worli, Mumbai"
2025-08-15,34,33,4,7,2,"Siddharth Nagar-Worli, Mumbai"
2025-08-16,48,29,11,9,1,"Siddharth Nagar-Worli, Mumbai"
2025-08-17,46,40,11,7,2,"Siddharth Nagar-Worli, Mumbai"
2025-08-18,45,48,13,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-19,49,58,8,9, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-20,54,50,5,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-21,55,38,9,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-22,45,37,9,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-23,43,35,10,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-24,38,31,9,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-25,27,33,4,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-26,41,37,4,7,4,"Siddharth Nagar-Worli, Mumbai"
2025-08-27,49,44,7,9, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-28,61,35,6,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-29,57,26,8,8, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-30,49,38,8,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-08-31,54,38,5,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-01,43,41,5,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-02,53,43,6,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-03,49,41,9,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-04,52,36,10,6, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-05,36,11,5,5,13,"Siddharth Nagar-Worli, Mumbai"
2025-09-06,40,41,4,7, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-07, ,38,4,22, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-08, ,50,32,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-09,42,55,12,13, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-10,66,50,4,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-11,31,43,6,35, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-12,47,44,11,41, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-13,67,33,13,26, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-14,69,43,6,33,11,"Siddharth Nagar-Worli, Mumbai"
2025-09-15,45,36, ,51,14,"Siddharth Nagar-Worli, Mumbai"
2025-09-16,61,21,7,29, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-17,35,22,6,26,11,"Siddharth Nagar-Worli, Mumbai"
2025-09-18,38,26,6,28, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-19,39,32,3,25, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-20,48,25,7,24, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-21,35,30,7,37, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-22,44,37,9,25, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-23,64,31,3,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-24,37,26,8,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-25,45,41,3,22, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-26,58,29,4,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-27,49,26,18,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-28,48,43,9,20, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-29,61,30,5,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-09-30,54,29,5,16, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-01,45,28,2,16,18,"Siddharth Nagar-Worli, Mumbai"
2025-10-02,45,30,6,16, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-03,43,31,7,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-04,37,46,6,17, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-05,58,36,8,15,2,"Siddharth Nagar-Worli, Mumbai"
2025-10-06,50,30,23,37, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-07,51,53,6,19, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-08,69,74,11,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-09,108,95,12,21, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-10,146,120,13,21,7,"Siddharth Nagar-Worli, Mumbai"
2025-10-11,155,112,26,22, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-12,158,91,27,21, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-13,150,84,30,22,6,"Siddharth Nagar-Worli, Mumbai"
2025-10-14,146,78,33,25, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-15,107,63,13,24,8,"Siddharth Nagar-Worli, Mumbai"
2025-10-16,121,52,25,19, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-17,108,65,17,21, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-18,152,81,27,20, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-19,160,94,25,19, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-20,175,109,18,20, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-21,204,76,15,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-22,152,54,15,18, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-23,116,32,8,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-24,70,31,6,18,7,"Siddharth Nagar-Worli, Mumbai"
2025-10-25,47,32,8,15,5,"Siddharth Nagar-Worli, Mumbai"
2025-10-26,40,25,11,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-27,39,46,8,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-28,74,58,14,14, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-29,87,41,13,12, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-30,69,42,7,15, ,"Siddharth Nagar-Worli, Mumbai"
2025-10-31,58,41,11,13,3,"Siddharth Nagar-Worli, Mumbai"
2025-11-01,63,32,3,12,3,"Siddharth Nagar-Worli, Mumbai"
2025-11-02,55,29,14,13,4,"Siddharth Nagar-Worli, Mumbai"
2025-11-03,48,29,15,8,3,"Siddharth Nagar-Worli, Mumbai"
2025-11-04,59,43,8,8, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-05,66,68,23,31, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-06,99,89,51,15,4,"Siddharth Nagar-Worli, Mumbai"
2025-11-07,153,67,40,25,8,"Siddharth Nagar-Worli, Mumbai"
2025-11-08,122,68,43,35,6,"Siddharth Nagar-Worli, Mumbai"
2025-11-09,125,60,23,29, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-10,118,74,34,35, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-11,129,77,43,34,6,"Siddharth Nagar-Worli, Mumbai"
2025-11-12,152,81,25,32, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-13,156,88,68,35,6,"Siddharth Nagar-Worli, Mumbai"
2025-11-14,159,96,11,48,10,"Siddharth Nagar-Worli, Mumbai"
2025-11-15,151, , , , ,"Siddharth Nagar-Worli, Mumbai"
2025-11-16, ,76,55,23,3,"Siddharth Nagar-Worli, Mumbai"
2025-11-17,158,87,49,34,7,"Siddharth Nagar-Worli, Mumbai"
2025-11-18,164,91,56,39, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-19,167,85,51,34,6,"Siddharth Nagar-Worli, Mumbai"
2025-11-20,165,95,30,35, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-21,170,94,33,35, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-22,169,114,54,48,10,"Siddharth Nagar-Worli, Mumbai"
2025-11-23,168,110,27,38, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-24,169,107,45,22, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-25,189,122,48,28,12,"Siddharth Nagar-Worli, Mumbai"
2025-11-26,181,102,32,24,10,"Siddharth Nagar-Worli, Mumbai"
2025-11-27,138,97,26,29,6,"Siddharth Nagar-Worli, Mumbai"
2025-11-28,148,91,40,25, ,"Siddharth Nagar-Worli, Mumbai"
2025-11-29,134,83,43,32,3,"Siddharth Nagar-Worli, Mumbai"
2025-11-30,154,89,56,29, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-01,165,94,46,36,5,"Siddharth Nagar-Worli, Mumbai"
2025-12-02,165,95,42,33,5,"Siddharth Nagar-Worli, Mumbai"
2025-12-03,168,96,18,34,5,"Siddharth Nagar-Worli, Mumbai"
2025-12-04,168,95,21,31, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-05,168,83,41,29,5,"Siddharth Nagar-Worli, Mumbai"
2025-12-06,156,83,28,28, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-07,152,81,45,33,5,"Siddharth Nagar-Worli, Mumbai"
2025-12-08,144,82,21,44, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-09,127,65,41,43,2,"Siddharth Nagar-Worli, Mumbai"
2025-12-10,101,66,25,52, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-11,137,72,28,21, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-12,148,94,36,40, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-13,160,95,66,41,4,"Siddharth Nagar-Worli, Mumbai"
2025-12-14,162,83,46,34,2,"Siddharth Nagar-Worli, Mumbai"
2025-12-15,151,93,56,33, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-16,155,96,60,30,3,"Siddharth Nagar-Worli, Mumbai"
2025-12-17,166,97,47,34,4,"Siddharth Nagar-Worli, Mumbai"
2025-12-18,168,90,11,32, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-19,151,53,35,29, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-20,102,83,12,39, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-21,134,69,24,30, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-22,154,72,24,22, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-23,141,68,20,29, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-24,116,87,26,34, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-25,148,103,71,38, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-26,169,96,58,31,5,"Siddharth Nagar-Worli, Mumbai"
2025-12-27,166,106,36,37, ,"Siddharth Nagar-Worli, Mumbai"
2025-12-28,170, , , , ,"Siddharth Nagar-Worli, Mumbai"
2025-12-31, ,59,21,20, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-01,126,85,27,30,7,"Siddharth Nagar-Worli, Mumbai"
2026-01-02,154,90,19,22, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-03,163,110,33,24,8,"Siddharth Nagar-Worli, Mumbai"
2026-01-04,183,102,43,24,7,"Siddharth Nagar-Worli, Mumbai"
2026-01-05,174,107,48,30,8,"Siddharth Nagar-Worli, Mumbai"
2026-01-06,178,109,28,21, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-07,181,94,50,7, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-08,169,86,95,13,9,"Siddharth Nagar-Worli, Mumbai"
2026-01-09,163,98,62,13,7,"Siddharth Nagar-Worli, Mumbai"
2026-01-10,167,107,65,13,9,"Siddharth Nagar-Worli, Mumbai"
2026-01-11,169,87,68,7, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-12,161,111,97,7,12,"Siddharth Nagar-Worli, Mumbai"
2026-01-13,172,108,77,36,12,"Siddharth Nagar-Worli, Mumbai"
2026-01-14,172,74,71,48, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-15,148,87,67,10,9,"Siddharth Nagar-Worli, Mumbai"
2026-01-16,157,63,27,27, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-17,133,54,51,31, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-18,107,52,22,32, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-19,92,73,59,38,7,"Siddharth Nagar-Worli, Mumbai"
2026-01-20,127,115,37,58, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-21,176,102,63,50, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-22,165,43,17,18, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-23,109,44,49,28,6,"Siddharth Nagar-Worli, Mumbai"
2026-01-24,88,62,28,29, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-25,123,74,78,27,10,"Siddharth Nagar-Worli, Mumbai"
2026-01-26,157,47,48,13, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-27,113,40,59,16, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-28,78,57,58,29, ,"Siddharth Nagar-Worli, Mumbai"
2026-01-29,106,72,43,35,10,"Siddharth Nagar-Worli, Mumbai"
2026-01-30,145,60,42,22,11,"Siddharth Nagar-Worli, Mumbai"
2026-01-31,136,67,26,12, ,"Siddharth Nagar-Worli, Mumbai"
2026-02-01,156,82,46,25,12,"Siddharth Nagar-Worli, Mumbai"
2026-02-02,164,76,52,41,10,"Siddharth Nagar-Worli, Mumbai"
2026-02-03,157,92,42,18, ,"Siddharth Nagar-Worli, Mumbai"
2026-02-04,159,78,60,21,8,"Siddharth Nagar-Worli, Mumbai"
2026-02-05,150,83,68,23, ,"Siddharth Nagar-Worli, Mumbai"
2026-02-06,150,73,54,15,8,"Siddharth Nagar-Worli, Mumbai"
2026-02-07,142,81,5,36,12,"Siddharth Nagar-Worli, Mumbai"
2026-02-08,131, , , , ,"Siddharth Nagar-Worli, Mumbai"
2026-02-12, ,69,25,13, ,"Siddharth Nagar-Worli, Mumbai"
2026-02-13,140,93,71,24,13,"Siddharth Nagar-Worli, Mumbai"
2026-02-14,153,86,68,19, ,"Siddharth Nagar-Worli, Mumbai"
2026-02-15,144,66,59,13, ,"Siddharth Nagar-Worli, Mumbai"
2026-02-16,113,44,70,22,7,"Siddharth Nagar-Worli, Mumbai"
2026-02-17,89,39,31,17, ,"Siddharth Nagar-Worli, Mumbai"
2026-02-18,80, , , , ,"Siddharth Nagar-Worli, Mumbai"
